t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.91,0.36,0.36,7.49,16.04,259.31,16.0,263.2
-170,0.91,0.54,0.36,7.48,16.02,259.75,16.03,264.95
-160,0.91,0.71,0.37,7.47,15.99,260.35,16.06,267.19
-150,0.91,0.89,0.36,7.47,15.98,260.49,16.08,269.02
-140,0.91,1.05,0.36,7.46,15.95,260.09,16.09,270.68
-130,0.91,1.2,0.36,7.45,15.91,259.64,16.1,271.03
-120,0.91,1.35,0.36,7.45,15.88,258.84,16.09,271.74
-110,0.91,1.48,0.36,7.45,15.83,258.46,16.07,272.59
-100,0.91,1.62,0.36,7.44,15.77,257.29,16.07,272.87
-90,0.91,1.72,0.36,7.43,15.69,255.7,16.08,273.36
-80,0.91,1.84,0.36,7.42,15.66,254.17,16.1,274.11
-70,0.91,1.93,0.36,7.41,15.6,252.47,16.12,274.82
-60,0.91,2.01,0.36,7.41,15.54,250.93,16.17,276.1
-50,0.91,2.08,0.36,7.4,15.54,248.75,16.2,276.8
-40,0.91,2.14,0.36,7.39,15.58,246.94,16.23,277.97
-30,0.91,2.19,0.36,7.38,15.59,245.51,16.21,278.71
-20,0.91,2.22,0.36,7.38,15.6,244.44,16.22,278.7
-10,0.91,2.24,0.36,7.38,15.59,244.05,16.18,278.98
0,0.91,2.25,0.36,7.37,15.57,243.4,16.13,278.91
10,0.91,2.24,0.36,7.35,15.51,242.75,16.05,279.36
20,0.91,2.23,0.36,7.34,15.42,242.08,15.95,279.85
30,0.91,2.2,0.36,7.33,15.33,240.94,15.88,280.97
40,0.91,2.15,0.36,7.32,15.22,239.85,15.8,283.43
50,0.91,2.1,0.36,7.3,15.11,238.77,15.77,285.47
60,0.91,2.02,0.35,7.29,15.02,237.78,15.76,287.21
70,0.91,1.94,0.36,7.27,14.95,237.2,15.74,288.26
80,0.91,1.84,0.35,7.26,14.87,236.44,15.71,289.12
90,0.91,1.73,0.35,7.24,14.76,235.92,15.67,289.98
100,0.91,1.6,0.35,7.23,14.66,235.7,15.63,290.38
110,0.91,1.46,0.35,7.21,14.58,235.1,15.59,290.9
120,0.91,1.31,0.35,7.19,14.5,234.67,15.52,291.93
130,0.91,1.16,0.35,7.17,14.45,233.83,15.44,292.84
140,0.91,0.98,0.35,7.16,14.41,233.24,15.34,293.77
150,0.91,0.8,0.35,7.14,14.39,232.82,15.28,294.3
160,0.91,0.61,0.36,7.12,14.39,232.25,15.23,294.23
170,0.91,0.42,0.36,7.1,14.42,231.54,15.21,293.52
180,0.91,0.21,0.35,7.09,14.47,230.58,15.2,292.33
