t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.7,0.11,0.14,0.89,12.01,271.12,6.25,17.2
-170,0.7,0.31,0.14,0.88,12.01,271.13,6.22,16.97
-160,0.7,0.51,0.14,0.88,12.0,271.13,6.19,16.74
-150,0.7,0.7,0.14,0.88,11.99,271.14,6.17,16.51
-140,0.7,0.88,0.14,0.87,11.99,271.15,6.14,16.28
-130,0.7,1.06,0.14,0.87,11.98,271.15,6.11,16.05
-120,0.7,1.22,0.14,0.87,11.98,271.16,6.08,15.82
-110,0.7,1.38,0.13,0.86,11.97,271.16,6.05,15.59
-100,0.7,1.52,0.13,0.86,11.96,271.17,6.03,15.36
-90,0.7,1.66,0.13,0.86,11.96,271.18,6.0,15.13
-80,0.7,1.78,0.13,0.85,11.94,271.18,5.97,14.9
-70,0.7,1.88,0.13,0.85,11.93,271.19,5.94,14.67
-60,0.7,1.98,0.13,0.83,11.93,271.19,5.92,14.44
-50,0.7,2.06,0.13,0.83,11.92,271.2,5.88,14.21
-40,0.7,2.12,0.13,0.83,11.91,271.2,5.86,13.98
-30,0.7,2.18,0.13,0.82,11.91,271.21,5.83,13.75
-20,0.7,2.21,0.13,0.82,11.9,271.22,5.8,13.53
-10,0.7,2.24,0.13,0.82,11.89,271.22,5.78,13.3
0,0.7,2.25,0.13,0.81,11.89,271.23,5.74,13.07
10,0.7,2.24,0.13,0.81,11.87,271.23,5.72,12.84
20,0.7,2.22,0.13,0.81,11.86,271.24,5.68,12.61
30,0.7,2.19,0.13,0.8,11.86,271.25,5.66,12.38
40,0.7,2.14,0.13,0.8,11.85,271.23,5.64,12.55
50,0.7,2.07,0.12,0.8,11.83,271.22,5.61,12.72
60,0.7,1.99,0.12,0.8,11.82,271.2,5.59,12.89
70,0.7,1.9,0.12,0.8,11.8,271.18,5.56,13.06
80,0.7,1.79,0.12,0.8,11.79,271.17,5.53,13.23
90,0.7,1.67,0.12,0.79,11.78,271.15,5.51,13.4
100,0.7,1.54,0.12,0.79,11.76,271.14,5.48,13.57
110,0.7,1.39,0.12,0.79,11.74,271.12,5.46,13.74
120,0.7,1.23,0.12,0.79,11.73,271.11,5.43,13.91
130,0.7,1.06,0.12,0.79,11.72,271.09,5.4,14.08
140,0.7,0.88,0.12,0.79,11.7,271.08,5.38,14.25
150,0.7,0.69,0.12,0.78,11.69,271.06,5.36,14.42
160,0.7,0.5,0.12,0.78,11.67,271.05,5.33,14.59
170,0.7,0.3,0.12,0.78,11.66,271.03,5.3,14.76
180,0.7,0.09,0.12,0.78,11.65,271.02,5.27,14.93
