t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.38,0.55,0.03,0.41,7.64,252.85,3.99,31.32
-170,0.38,0.73,0.03,0.4,7.64,252.81,3.99,30.48
-160,0.38,0.91,0.03,0.4,7.63,252.78,3.99,29.64
-150,0.38,1.08,0.03,0.4,7.63,252.74,3.99,28.8
-140,0.38,1.24,0.03,0.4,7.62,252.71,3.99,27.96
-130,0.38,1.4,0.03,0.4,7.62,252.67,3.99,27.12
-120,0.38,1.54,0.03,0.4,7.62,252.64,3.99,26.28
-110,0.38,1.67,0.03,0.39,7.61,252.6,3.99,25.44
-100,0.38,1.8,0.03,0.39,7.61,252.57,3.99,24.6
-90,0.38,1.91,0.03,0.39,7.6,252.53,3.99,23.75
-80,0.38,2.01,0.03,0.39,7.6,252.5,3.99,22.91
-70,0.38,2.1,0.03,0.39,7.59,252.47,3.99,22.07
-60,0.38,2.18,0.03,0.39,7.59,252.43,3.99,21.23
-50,0.38,2.24,0.03,0.38,7.59,252.4,3.99,20.39
-40,0.38,2.3,0.03,0.38,7.58,252.36,3.99,19.55
-30,0.38,2.34,0.03,0.38,7.58,252.33,3.99,18.71
-20,0.38,2.37,0.03,0.38,7.57,252.29,3.99,17.87
-10,0.38,2.38,0.03,0.38,7.57,252.26,3.99,17.03
0,0.38,2.38,0.03,0.38,7.57,252.22,3.99,16.19
10,0.38,2.37,0.03,0.38,7.56,252.19,3.99,15.35
20,0.38,2.34,0.03,0.37,7.56,252.15,3.98,14.51
30,0.38,2.29,0.03,0.37,7.55,252.12,3.98,13.67
40,0.38,2.24,0.03,0.37,7.55,252.08,3.98,12.83
50,0.38,2.16,0.03,0.37,7.54,252.05,3.98,11.99
60,0.38,2.08,0.03,0.37,7.54,252.02,3.98,11.15
70,0.38,1.97,0.03,0.37,7.54,251.98,3.98,10.31
80,0.38,1.86,0.03,0.36,7.53,251.95,3.98,9.47
90,0.38,1.73,0.03,0.36,7.53,251.91,3.98,8.63
100,0.38,1.59,0.03,0.36,7.52,251.96,4.01,8.82
110,0.38,1.43,0.03,0.36,7.52,252.02,4.04,9.01
120,0.38,1.26,0.03,0.36,7.52,252.07,4.06,9.2
130,0.38,1.08,0.03,0.36,7.51,252.12,4.09,9.39
140,0.38,0.89,0.03,0.36,7.51,252.17,4.12,9.58
150,0.38,0.69,0.03,0.36,7.5,252.23,4.14,9.77
160,0.38,0.49,0.03,0.36,7.5,252.28,4.17,9.96
170,0.38,0.28,0.03,0.35,7.5,252.33,4.2,10.15
180,0.38,0.06,0.03,0.35,7.49,252.38,4.22,10.34
