t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.4,0.22,-0.29,1.58,11.58,271.47,3.8,4.78
-170,0.4,0.32,-0.29,1.57,11.57,271.48,3.76,4.7
-160,0.4,0.42,-0.29,1.57,11.56,271.5,3.73,4.63
-150,0.4,0.51,-0.29,1.56,11.55,271.49,3.75,4.48
-140,0.4,0.6,-0.28,1.56,11.55,271.48,3.77,4.32
-130,0.4,0.68,-0.28,1.56,11.54,271.47,3.79,4.17
-120,0.4,0.76,-0.28,1.56,11.54,271.46,3.82,4.01
-110,0.4,0.83,-0.28,1.56,11.54,271.46,3.84,3.86
-100,0.4,0.89,-0.28,1.56,11.53,271.45,3.86,3.7
-90,0.4,0.95,-0.28,1.55,11.53,271.44,3.88,3.55
-80,0.4,1.01,-0.28,1.55,11.52,271.43,3.91,3.39
-70,0.4,1.06,-0.28,1.55,11.52,271.42,3.93,3.24
-60,0.4,1.1,-0.28,1.55,11.51,271.42,3.95,3.08
-50,0.4,1.13,-0.28,1.55,11.51,271.41,3.97,2.93
-40,0.4,1.16,-0.28,1.54,11.51,271.4,4.0,2.78
-30,0.4,1.19,-0.28,1.54,11.5,271.39,4.02,2.62
-20,0.4,1.21,-0.28,1.54,11.5,271.38,4.04,2.47
-10,0.4,1.22,-0.28,1.54,11.49,271.37,4.07,2.31
0,0.4,1.22,-0.28,1.54,11.49,271.37,4.09,2.16
10,0.4,1.22,-0.28,1.53,11.49,271.36,4.11,2.0
20,0.4,1.21,-0.28,1.53,11.48,271.35,4.13,1.85
30,0.4,1.19,-0.28,1.53,11.48,271.34,4.16,1.69
40,0.4,1.16,-0.28,1.53,11.47,271.33,4.18,1.54
50,0.4,1.13,-0.28,1.53,11.47,271.33,4.2,1.38
60,0.4,1.09,-0.28,1.53,11.46,271.32,4.22,1.23
70,0.4,1.04,-0.28,1.52,11.46,271.31,4.25,1.07
80,0.4,0.99,-0.28,1.52,11.46,271.3,4.27,0.92
90,0.4,0.92,-0.28,1.52,11.45,271.29,4.29,0.77
100,0.4,0.85,-0.28,1.52,11.45,271.29,4.31,0.61
110,0.4,0.77,-0.27,1.52,11.44,271.28,4.34,0.46
120,0.4,0.69,-0.27,1.51,11.44,271.27,4.36,0.3
130,0.4,0.59,-0.27,1.51,11.44,271.26,4.38,0.15
140,0.4,0.49,-0.27,1.51,11.43,271.25,4.4,359.99
150,0.4,0.39,-0.27,1.51,11.43,271.24,4.43,359.84
160,0.4,0.28,-0.27,1.51,11.42,271.24,4.45,359.68
170,0.4,0.16,-0.27,1.5,11.42,271.23,4.47,359.53
180,0.4,0.04,-0.27,1.5,11.41,271.22,4.49,359.37
