t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.44,0.42,-0.14,0.9,10.68,269.33,9.6,65.34
-170,0.44,0.6,-0.14,0.9,10.69,269.31,9.57,65.44
-160,0.44,0.78,-0.14,0.89,10.71,269.29,9.54,65.54
-150,0.44,0.95,-0.14,0.89,10.73,269.27,9.51,65.64
-140,0.44,1.11,-0.14,0.89,10.74,269.25,9.48,65.74
-130,0.44,1.26,-0.14,0.89,10.76,269.23,9.45,65.84
-120,0.44,1.41,-0.14,0.88,10.78,269.21,9.42,65.94
-110,0.44,1.54,-0.14,0.88,10.79,269.19,9.39,66.04
-100,0.44,1.66,-0.14,0.88,10.81,269.17,9.36,66.14
-90,0.44,1.77,-0.14,0.87,10.83,269.15,9.33,66.24
-80,0.44,1.87,-0.14,0.87,10.84,269.13,9.29,66.34
-70,0.44,1.96,-0.14,0.87,10.86,269.11,9.26,66.44
-60,0.44,2.04,-0.14,0.87,10.87,269.09,9.23,66.54
-50,0.44,2.1,-0.14,0.86,10.89,269.07,9.2,66.64
-40,0.44,2.16,-0.14,0.86,10.91,269.05,9.17,66.74
-30,0.44,2.2,-0.14,0.86,10.92,269.02,9.14,66.84
-20,0.44,2.22,-0.14,0.85,10.94,269.0,9.11,66.94
-10,0.44,2.24,-0.14,0.85,10.96,268.98,9.08,67.04
0,0.44,2.24,-0.13,0.85,10.97,268.96,9.05,67.14
10,0.44,2.22,-0.13,0.84,10.99,268.94,9.02,67.24
20,0.44,2.2,-0.13,0.84,11.0,268.92,8.99,67.34
30,0.44,2.16,-0.13,0.84,11.02,268.9,8.96,67.44
40,0.44,2.1,-0.13,0.84,11.04,268.88,8.93,67.54
50,0.44,2.03,-0.13,0.83,11.05,268.86,8.9,67.64
60,0.44,1.95,-0.13,0.83,11.07,268.84,8.87,67.74
70,0.44,1.85,-0.13,0.83,11.09,268.82,8.84,67.84
80,0.44,1.74,-0.13,0.82,11.1,268.8,8.81,67.94
90,0.44,1.62,-0.13,0.82,11.12,268.78,8.78,68.04
100,0.44,1.48,-0.13,0.82,11.14,268.76,8.75,68.14
110,0.44,1.33,-0.13,0.82,11.15,268.74,8.72,68.24
120,0.44,1.17,-0.13,0.81,11.17,268.72,8.69,68.34
130,0.44,1.0,-0.13,0.81,11.18,268.7,8.66,68.44
140,0.44,0.82,-0.13,0.81,11.17,268.72,8.61,68.39
150,0.44,0.63,-0.13,0.81,11.16,268.74,8.57,68.34
160,0.44,0.43,-0.13,0.81,11.15,268.76,8.52,68.29
170,0.44,0.23,-0.13,0.81,11.14,268.78,8.47,68.24
180,0.44,0.02,-0.13,0.81,11.13,268.8,8.42,68.19
