t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.85,0.1,0.84,6.83,13.15,219.12,16.96,274.97
-170,0.85,0.35,0.84,6.85,13.12,219.61,17.03,275.26
-160,0.85,0.58,0.84,6.86,13.1,219.97,17.05,275.34
-150,0.85,0.82,0.84,6.87,13.07,220.83,17.11,275.36
-140,0.85,1.04,0.83,6.89,13.07,221.43,17.17,275.04
-130,0.85,1.25,0.83,6.91,13.04,222.79,17.24,274.57
-120,0.85,1.45,0.84,6.92,13.04,224.04,17.31,274.19
-110,0.85,1.64,0.84,6.93,13.07,225.08,17.37,273.52
-100,0.85,1.8,0.84,6.95,13.11,226.15,17.4,272.49
-90,0.85,1.96,0.84,6.96,13.17,226.85,17.43,270.95
-80,0.85,2.1,0.84,6.97,13.2,228.19,17.44,269.06
-70,0.85,2.22,0.83,6.99,13.24,228.99,17.47,266.85
-60,0.85,2.33,0.83,7.0,13.27,229.64,17.5,264.29
-50,0.85,2.42,0.83,7.01,13.26,230.01,17.53,261.44
-40,0.85,2.49,0.83,7.03,13.23,230.5,17.63,259.16
-30,0.85,2.55,0.83,7.03,13.19,231.4,17.72,257.32
-20,0.85,2.59,0.83,7.05,13.14,232.22,17.82,255.22
-10,0.85,2.61,0.83,7.06,13.11,233.31,17.89,253.28
0,0.85,2.62,0.83,7.08,13.11,234.74,17.94,251.52
10,0.85,2.61,0.83,7.09,13.11,236.02,18.01,250.54
20,0.85,2.59,0.83,7.09,13.13,237.33,18.07,249.68
30,0.85,2.55,0.83,7.11,13.1,238.37,18.08,249.4
40,0.85,2.5,0.83,7.12,13.09,239.23,18.07,249.4
50,0.85,2.42,0.82,7.13,13.09,239.93,18.03,249.3
60,0.85,2.36,0.82,7.14,13.05,240.3,18.04,249.67
70,0.85,2.27,0.82,7.16,13.0,240.69,18.07,250.06
80,0.85,2.16,0.82,7.17,12.97,240.9,18.07,250.3
90,0.85,2.03,0.81,7.18,12.99,241.29,18.01,249.71
100,0.85,1.91,0.81,7.19,13.0,242.12,17.94,249.42
110,0.85,1.76,0.8,7.19,13.01,242.75,17.91,249.05
120,0.85,1.61,0.8,7.2,13.07,243.31,17.86,249.44
130,0.85,1.44,0.8,7.21,13.15,243.89,17.8,249.79
140,0.85,1.26,0.8,7.21,13.19,244.3,17.79,250.43
150,0.85,1.08,0.8,7.22,13.23,244.58,17.82,250.93
160,0.85,0.89,0.79,7.23,13.25,244.52,17.81,252.19
170,0.85,0.69,0.79,7.24,13.26,244.52,17.83,253.53
180,0.85,0.47,0.79,7.24,13.28,245.03,17.87,254.82
