t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.87,-0.11,0.35,2.16,7.64,264.42,7.6,212.03
-170,1.87,0.07,0.35,2.17,7.61,264.24,7.59,212.04
-160,1.87,0.25,0.35,2.18,7.57,264.25,7.56,211.51
-150,1.87,0.42,0.35,2.18,7.58,264.13,7.52,211.33
-140,1.87,0.59,0.35,2.18,7.62,263.7,7.49,211.79
-130,1.87,0.75,0.35,2.19,7.66,262.7,7.45,211.67
-120,1.87,0.9,0.35,2.19,7.68,261.99,7.44,210.62
-110,1.87,1.04,0.36,2.19,7.7,261.35,7.47,210.88
-100,1.87,1.18,0.35,2.2,7.74,261.17,7.5,211.85
-90,1.87,1.31,0.35,2.2,7.77,260.83,7.58,212.58
-80,1.87,1.41,0.35,2.21,7.81,260.66,7.69,212.98
-70,1.87,1.51,0.35,2.21,7.83,260.99,7.84,214.21
-60,1.87,1.6,0.35,2.21,7.85,260.82,7.98,215.77
-50,1.87,1.67,0.35,2.22,7.83,260.58,8.08,217.23
-40,1.87,1.73,0.36,2.22,7.8,260.12,8.2,218.34
-30,1.87,1.78,0.36,2.22,7.79,259.82,8.32,218.91
-20,1.87,1.81,0.36,2.22,7.76,259.31,8.37,219.64
-10,1.87,1.83,0.35,2.22,7.78,259.02,8.43,220.0
0,1.87,1.85,0.36,2.23,7.74,258.86,8.53,219.86
10,1.87,1.84,0.35,2.24,7.68,258.84,8.55,220.32
20,1.87,1.83,0.36,2.23,7.61,258.46,8.55,220.24
30,1.87,1.8,0.35,2.24,7.54,258.33,8.59,220.15
40,1.87,1.75,0.35,2.24,7.48,258.43,8.65,219.55
50,1.87,1.7,0.35,2.24,7.41,258.45,8.72,218.32
60,1.87,1.63,0.35,2.25,7.37,258.44,8.73,218.12
70,1.87,1.55,0.35,2.25,7.36,258.46,8.81,217.98
80,1.87,1.46,0.35,2.25,7.33,259.01,8.84,218.31
90,1.87,1.37,0.35,2.25,7.3,258.87,8.88,218.74
100,1.87,1.27,0.36,2.25,7.27,258.83,8.94,219.83
110,1.87,1.15,0.36,2.25,7.23,259.16,8.99,220.34
120,1.87,1.03,0.36,2.25,7.15,259.65,9.02,219.59
130,1.87,0.9,0.36,2.24,7.05,260.31,9.0,217.9
140,1.87,0.76,0.35,2.24,6.94,260.43,8.96,216.43
150,1.87,0.62,0.35,2.24,6.86,261.03,8.9,215.4
160,1.87,0.48,0.35,2.23,6.74,261.69,8.82,214.94
170,1.87,0.32,0.35,2.23,6.65,262.37,8.73,215.04
180,1.87,0.16,0.34,2.22,6.56,263.17,8.63,215.15
