t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.44,0.38,-0.07,0.51,8.49,265.64,7.22,59.68
-170,0.44,0.47,-0.07,0.51,8.49,265.67,7.25,59.98
-160,0.44,0.55,-0.07,0.51,8.48,265.7,7.28,60.28
-150,0.44,0.64,-0.07,0.51,8.48,265.74,7.32,60.58
-140,0.44,0.72,-0.06,0.5,8.48,265.77,7.35,60.89
-130,0.44,0.79,-0.06,0.5,8.48,265.8,7.38,61.19
-120,0.44,0.86,-0.06,0.5,8.47,265.84,7.41,61.49
-110,0.44,0.93,-0.06,0.5,8.47,265.87,7.45,61.79
-100,0.44,0.99,-0.06,0.49,8.47,265.91,7.48,62.09
-90,0.44,1.05,-0.06,0.49,8.47,265.94,7.51,62.39
-80,0.44,1.1,-0.06,0.49,8.46,265.97,7.55,62.69
-70,0.44,1.15,-0.06,0.49,8.46,266.01,7.58,62.99
-60,0.44,1.19,-0.06,0.48,8.46,266.04,7.61,63.3
-50,0.44,1.22,-0.06,0.48,8.46,266.07,7.65,63.6
-40,0.44,1.26,-0.06,0.48,8.45,266.11,7.68,63.9
-30,0.44,1.28,-0.06,0.47,8.45,266.14,7.71,64.2
-20,0.44,1.3,-0.06,0.47,8.45,266.18,7.75,64.5
-10,0.44,1.31,-0.06,0.47,8.45,266.21,7.78,64.8
0,0.44,1.32,-0.06,0.47,8.44,266.24,7.81,65.1
10,0.44,1.31,-0.06,0.46,8.44,266.28,7.85,65.4
20,0.44,1.3,-0.06,0.46,8.44,266.31,7.88,65.7
30,0.44,1.28,-0.06,0.46,8.44,266.34,7.91,66.01
40,0.44,1.26,-0.06,0.46,8.43,266.38,7.95,66.31
50,0.44,1.22,-0.06,0.45,8.43,266.41,7.98,66.61
60,0.44,1.18,-0.06,0.45,8.43,266.45,8.01,66.91
70,0.44,1.12,-0.06,0.45,8.42,266.48,8.05,67.21
80,0.44,1.06,-0.06,0.45,8.42,266.51,8.08,67.51
90,0.44,0.99,-0.06,0.44,8.42,266.55,8.11,67.81
100,0.44,0.91,-0.06,0.44,8.42,266.58,8.14,68.11
110,0.44,0.83,-0.06,0.44,8.41,266.61,8.18,68.41
120,0.44,0.74,-0.06,0.44,8.42,266.75,8.19,68.54
130,0.44,0.64,-0.06,0.44,8.43,266.9,8.2,68.67
140,0.44,0.53,-0.06,0.45,8.44,267.04,8.21,68.79
150,0.44,0.42,-0.06,0.45,8.45,267.18,8.22,68.92
160,0.44,0.3,-0.06,0.45,8.45,267.32,8.23,69.05
170,0.44,0.19,-0.06,0.45,8.46,267.46,8.25,69.18
180,0.44,0.06,-0.05,0.46,8.47,267.6,8.26,69.3
