t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.88,0.37,0.8,5.51,12.79,262.53,16.47,242.36
-170,0.88,0.52,0.8,5.5,12.77,263.39,16.49,240.72
-160,0.88,0.66,0.79,5.49,12.73,263.93,16.54,239.47
-150,0.88,0.8,0.79,5.49,12.67,264.06,16.59,238.25
-140,0.88,0.93,0.79,5.47,12.63,263.98,16.62,237.65
-130,0.88,1.04,0.79,5.47,12.61,263.81,16.66,237.08
-120,0.88,1.16,0.79,5.46,12.63,263.75,16.66,237.46
-110,0.88,1.26,0.79,5.45,12.61,263.18,16.67,237.3
-100,0.88,1.35,0.79,5.44,12.63,262.92,16.67,238.31
-90,0.88,1.44,0.79,5.44,12.67,263.09,16.69,238.83
-80,0.88,1.51,0.79,5.43,12.68,263.35,16.71,239.76
-70,0.88,1.58,0.78,5.41,12.66,263.41,16.71,240.32
-60,0.88,1.64,0.79,5.41,12.61,263.07,16.68,240.72
-50,0.88,1.7,0.78,5.41,12.61,262.7,16.64,241.66
-40,0.88,1.73,0.78,5.39,12.59,262.2,16.58,242.36
-30,0.88,1.77,0.78,5.38,12.56,261.32,16.5,243.02
-20,0.88,1.79,0.78,5.38,12.51,260.4,16.47,244.08
-10,0.88,1.81,0.78,5.37,12.47,259.49,16.44,245.48
0,0.88,1.82,0.78,5.36,12.45,258.73,16.46,246.49
10,0.88,1.81,0.78,5.35,12.42,257.99,16.5,247.58
20,0.88,1.8,0.78,5.34,12.41,257.09,16.52,248.37
30,0.88,1.77,0.78,5.33,12.38,256.19,16.52,249.71
40,0.88,1.73,0.78,5.32,12.36,255.65,16.5,250.98
50,0.88,1.68,0.78,5.31,12.37,255.49,16.54,252.5
60,0.88,1.62,0.78,5.3,12.37,255.09,16.57,253.95
70,0.88,1.55,0.78,5.29,12.34,255.51,16.63,254.73
80,0.88,1.46,0.77,5.29,12.29,255.98,16.72,255.45
90,0.88,1.36,0.77,5.28,12.23,256.43,16.82,255.79
100,0.88,1.26,0.76,5.28,12.12,256.99,16.93,256.26
110,0.88,1.13,0.76,5.27,12.0,257.76,16.97,257.24
120,0.88,1.0,0.76,5.27,11.85,258.51,17.02,257.66
130,0.88,0.85,0.76,5.26,11.7,258.77,17.06,257.69
140,0.88,0.7,0.76,5.26,11.58,258.84,17.06,258.07
150,0.88,0.54,0.76,5.26,11.51,259.36,17.02,258.29
160,0.88,0.36,0.77,5.25,11.43,259.78,17.0,257.37
170,0.88,0.18,0.77,5.25,11.35,259.85,17.02,256.22
180,0.88,0.0,0.78,5.25,11.29,259.99,17.01,253.79
