t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.357,0.75,0.14,4.35,18.65,260.0,9.66,178.48
-170,0.357,0.86,0.14,4.35,18.62,259.97,9.76,178.21
-160,0.357,0.96,0.15,4.34,18.59,259.95,9.86,177.95
-150,0.357,1.06,0.15,4.33,18.56,259.92,9.95,177.68
-140,0.357,1.15,0.15,4.32,18.53,259.9,10.05,177.41
-130,0.357,1.23,0.16,4.31,18.5,259.87,10.14,177.15
-120,0.357,1.31,0.16,4.31,18.47,259.85,10.24,176.88
-110,0.357,1.38,0.16,4.3,18.44,259.82,10.34,176.61
-100,0.357,1.44,0.17,4.29,18.41,259.8,10.43,176.35
-90,0.357,1.5,0.17,4.28,18.38,259.77,10.53,176.08
-80,0.357,1.55,0.17,4.27,18.35,259.75,10.62,175.81
-70,0.357,1.59,0.18,4.27,18.32,259.72,10.72,175.55
-60,0.357,1.62,0.18,4.26,18.29,259.7,10.82,175.28
-50,0.357,1.64,0.19,4.25,18.26,259.67,10.91,175.01
-40,0.357,1.66,0.19,4.24,18.23,259.64,11.01,174.75
-30,0.357,1.67,0.19,4.23,18.2,259.62,11.1,174.48
-20,0.357,1.66,0.2,4.23,18.17,259.59,11.2,174.21
-10,0.357,1.65,0.2,4.22,18.14,259.57,11.3,173.95
0,0.357,1.63,0.2,4.21,18.11,259.54,11.39,173.68
10,0.357,1.6,0.21,4.2,18.07,259.52,11.49,173.41
20,0.357,1.56,0.21,4.19,18.04,259.49,11.59,173.15
30,0.357,1.5,0.21,4.19,18.01,259.47,11.68,172.88
40,0.357,1.44,0.22,4.18,17.98,259.44,11.78,172.61
50,0.357,1.37,0.22,4.17,17.95,259.42,11.87,172.35
60,0.357,1.29,0.22,4.16,17.92,259.39,11.97,172.08
70,0.357,1.19,0.23,4.15,17.89,259.36,12.07,171.81
80,0.357,1.09,0.23,4.14,17.86,259.34,12.16,171.55
90,0.357,0.97,0.23,4.14,17.83,259.31,12.26,171.28
100,0.357,0.85,0.24,4.13,17.8,259.29,12.35,171.01
110,0.357,0.72,0.24,4.12,17.77,259.26,12.45,170.75
120,0.357,0.58,0.25,4.11,17.74,259.24,12.55,170.48
130,0.357,0.43,0.25,4.12,17.72,259.27,12.46,171.67
140,0.357,0.28,0.25,4.12,17.71,259.31,12.37,172.87
150,0.357,0.12,0.25,4.13,17.69,259.34,12.29,174.06
160,0.357,-0.04,0.26,4.13,17.67,259.38,12.2,175.26
170,0.357,-0.2,0.26,4.13,17.65,259.41,12.12,176.45
180,0.357,-0.37,0.26,4.14,17.63,259.45,12.03,177.64
