t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.43,0.22,-0.06,1.64,10.84,264.7,5.97,234.68
-170,0.43,0.34,-0.06,1.63,10.82,264.77,5.95,234.7
-160,0.43,0.46,-0.06,1.62,10.79,264.84,5.92,234.71
-150,0.43,0.58,-0.05,1.61,10.77,264.91,5.9,234.73
-140,0.43,0.69,-0.05,1.6,10.74,264.98,5.88,234.75
-130,0.43,0.79,-0.05,1.6,10.72,265.05,5.85,234.77
-120,0.43,0.89,-0.05,1.59,10.69,265.12,5.83,234.78
-110,0.43,0.99,-0.05,1.58,10.67,265.19,5.81,234.8
-100,0.43,1.07,-0.05,1.57,10.65,265.26,5.78,234.82
-90,0.43,1.15,-0.05,1.56,10.62,265.33,5.76,234.84
-80,0.43,1.22,-0.05,1.55,10.6,265.4,5.74,234.85
-70,0.43,1.28,-0.05,1.55,10.59,265.37,5.73,234.94
-60,0.43,1.33,-0.05,1.54,10.59,265.33,5.72,235.04
-50,0.43,1.38,-0.05,1.54,10.58,265.3,5.72,235.13
-40,0.43,1.41,-0.05,1.53,10.57,265.27,5.71,235.22
-30,0.43,1.44,-0.05,1.53,10.57,265.23,5.71,235.31
-20,0.43,1.46,-0.05,1.53,10.56,265.2,5.7,235.4
-10,0.43,1.48,-0.05,1.52,10.56,265.17,5.7,235.49
0,0.43,1.48,-0.05,1.52,10.55,265.13,5.69,235.58
10,0.43,1.48,-0.05,1.51,10.54,265.1,5.68,235.68
20,0.43,1.47,-0.05,1.51,10.54,265.07,5.68,235.77
30,0.43,1.45,-0.05,1.5,10.53,265.03,5.67,235.86
40,0.43,1.42,-0.05,1.5,10.53,265.0,5.67,235.95
50,0.43,1.39,-0.05,1.49,10.52,264.97,5.66,236.04
60,0.43,1.35,-0.05,1.49,10.52,264.93,5.66,236.13
70,0.43,1.3,-0.05,1.48,10.51,264.9,5.65,236.22
80,0.43,1.24,-0.05,1.48,10.5,264.87,5.64,236.31
90,0.43,1.17,-0.05,1.47,10.5,264.83,5.64,236.41
100,0.43,1.1,-0.05,1.47,10.49,264.8,5.63,236.5
110,0.43,1.02,-0.05,1.46,10.49,264.77,5.63,236.59
120,0.43,0.94,-0.05,1.46,10.48,264.73,5.62,236.68
130,0.43,0.84,-0.05,1.46,10.48,264.7,5.62,236.77
140,0.43,0.74,-0.05,1.45,10.47,264.67,5.61,236.86
150,0.43,0.64,-0.05,1.45,10.46,264.63,5.6,236.95
160,0.43,0.53,-0.05,1.44,10.46,264.6,5.6,237.05
170,0.43,0.41,-0.05,1.44,10.45,264.56,5.59,237.14
180,0.43,0.29,-0.05,1.43,10.45,264.53,5.59,237.23
