t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.59,0.16,0.08,3.23,11.64,249.29,12.99,237.59
-170,0.59,0.37,0.08,3.22,11.6,249.03,12.97,236.96
-160,0.59,0.58,0.08,3.21,11.54,249.28,12.91,236.09
-150,0.59,0.78,0.08,3.21,11.46,249.61,12.85,234.82
-140,0.59,0.96,0.07,3.2,11.37,250.0,12.78,232.58
-130,0.59,1.14,0.08,3.19,11.28,249.97,12.71,229.91
-120,0.59,1.31,0.07,3.17,11.21,250.16,12.62,228.99
-110,0.59,1.47,0.07,3.16,11.09,250.45,12.55,228.22
-100,0.59,1.62,0.08,3.15,11.01,250.52,12.53,228.2
-90,0.59,1.75,0.08,3.14,10.92,250.58,12.49,229.27
-80,0.59,1.86,0.08,3.13,10.85,250.91,12.46,231.05
-70,0.59,1.97,0.08,3.13,10.79,251.3,12.41,233.55
-60,0.59,2.06,0.08,3.11,10.72,251.19,12.35,235.61
-50,0.59,2.14,0.08,3.1,10.69,250.78,12.29,237.89
-40,0.59,2.2,0.08,3.1,10.68,250.1,12.23,240.09
-30,0.59,2.24,0.08,3.08,10.7,249.32,12.16,240.96
-20,0.59,2.29,0.08,3.08,10.71,248.61,12.06,242.18
-10,0.59,2.3,0.08,3.06,10.75,247.52,11.94,243.8
0,0.59,2.31,0.08,3.06,10.78,246.55,11.79,244.27
10,0.59,2.3,0.08,3.05,10.78,246.05,11.65,244.42
20,0.59,2.29,0.08,3.04,10.77,246.03,11.51,244.46
30,0.59,2.25,0.08,3.03,10.75,246.18,11.41,243.9
40,0.59,2.21,0.09,3.02,10.74,246.1,11.33,242.97
50,0.59,2.16,0.09,3.01,10.71,246.39,11.27,241.95
60,0.59,2.1,0.09,3.01,10.67,246.77,11.19,241.38
70,0.59,2.02,0.09,3.0,10.67,246.88,11.09,240.81
80,0.59,1.94,0.09,2.99,10.68,246.61,11.0,240.64
90,0.59,1.83,0.08,2.98,10.7,246.32,10.92,241.44
100,0.59,1.72,0.09,2.97,10.74,246.26,10.83,242.28
110,0.59,1.61,0.09,2.96,10.79,245.94,10.71,242.29
120,0.59,1.48,0.09,2.96,10.89,245.79,10.63,242.98
130,0.59,1.33,0.1,2.95,10.92,245.68,10.57,244.16
140,0.59,1.19,0.1,2.93,10.93,245.65,10.49,245.14
150,0.59,1.03,0.1,2.93,10.94,245.76,10.44,246.19
160,0.59,0.87,0.09,2.92,10.93,245.78,10.39,247.2
170,0.59,0.7,0.09,2.91,10.88,245.77,10.38,247.89
180,0.59,0.52,0.09,2.9,10.79,245.52,10.39,248.42
