t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.42,-0.1,-0.1,3.02,13.96,261.21,10.72,234.29
-170,0.42,0.06,-0.1,3.02,13.96,261.21,10.77,234.31
-160,0.42,0.21,-0.1,3.02,13.96,261.21,10.81,234.32
-150,0.42,0.36,-0.1,3.03,13.95,261.21,10.85,234.34
-140,0.42,0.5,-0.1,3.03,13.95,261.22,10.89,234.35
-130,0.42,0.64,-0.1,3.03,13.95,261.22,10.93,234.37
-120,0.42,0.76,-0.1,3.03,13.95,261.22,10.97,234.38
-110,0.42,0.88,-0.1,3.04,13.95,261.23,11.02,234.4
-100,0.42,0.99,-0.1,3.04,13.94,261.23,11.06,234.41
-90,0.42,1.09,-0.1,3.04,13.94,261.23,11.1,234.42
-80,0.42,1.18,-0.1,3.04,13.94,261.24,11.14,234.44
-70,0.42,1.26,-0.1,3.05,13.94,261.24,11.18,234.45
-60,0.42,1.33,-0.1,3.05,13.94,261.24,11.22,234.47
-50,0.42,1.39,-0.1,3.05,13.93,261.25,11.27,234.48
-40,0.42,1.43,-0.1,3.05,13.93,261.25,11.31,234.5
-30,0.42,1.47,-0.1,3.06,13.93,261.25,11.35,234.51
-20,0.42,1.49,-0.1,3.06,13.93,261.25,11.39,234.53
-10,0.42,1.5,-0.1,3.06,13.93,261.26,11.43,234.54
0,0.42,1.51,-0.1,3.06,13.92,261.26,11.47,234.56
10,0.42,1.5,-0.1,3.07,13.92,261.26,11.52,234.57
20,0.42,1.48,-0.1,3.07,13.92,261.27,11.56,234.59
30,0.42,1.46,-0.09,3.07,13.92,261.27,11.6,234.6
40,0.42,1.42,-0.09,3.08,13.91,261.27,11.61,234.7
50,0.42,1.38,-0.09,3.08,13.91,261.26,11.61,234.8
60,0.42,1.33,-0.09,3.09,13.91,261.26,11.62,234.9
70,0.42,1.27,-0.09,3.1,13.91,261.25,11.62,235.0
80,0.42,1.21,-0.09,3.1,13.9,261.25,11.63,235.1
90,0.42,1.13,-0.09,3.11,13.9,261.24,11.63,235.2
100,0.42,1.06,-0.09,3.12,13.9,261.24,11.64,235.3
110,0.42,0.97,-0.09,3.12,13.89,261.23,11.65,235.4
120,0.42,0.88,-0.09,3.13,13.89,261.23,11.65,235.5
130,0.42,0.78,-0.09,3.14,13.89,261.22,11.66,235.6
140,0.42,0.67,-0.09,3.14,13.89,261.22,11.66,235.7
150,0.42,0.56,-0.09,3.15,13.88,261.21,11.67,235.8
160,0.42,0.45,-0.09,3.15,13.88,261.21,11.68,235.9
170,0.42,0.33,-0.09,3.16,13.88,261.21,11.68,236.0
180,0.42,0.21,-0.09,3.17,13.87,261.2,11.69,236.09
