t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.53,0.28,-0.11,0.38,7.04,270.67,4.74,357.66
-170,0.53,0.43,-0.12,0.38,7.07,270.5,4.9,359.29
-160,0.53,0.57,-0.12,0.38,7.09,270.33,5.06,0.91
-150,0.53,0.71,-0.12,0.38,7.12,270.17,5.22,2.53
-140,0.53,0.84,-0.11,0.38,7.14,270.0,5.38,4.15
-130,0.53,0.96,-0.11,0.38,7.33,269.17,5.47,4.89
-120,0.53,1.07,-0.11,0.38,7.52,268.33,5.56,5.63
-110,0.53,1.18,-0.1,0.38,7.7,267.5,5.65,6.36
-100,0.53,1.28,-0.1,0.38,7.89,266.67,5.73,7.1
-90,0.53,1.37,-0.1,0.38,8.08,265.83,5.82,7.83
-80,0.53,1.46,-0.1,0.39,8.26,265.0,5.91,8.57
-70,0.53,1.53,-0.1,0.39,8.26,265.0,5.96,9.23
-60,0.53,1.6,-0.1,0.39,8.26,265.0,6.01,9.89
-50,0.53,1.66,-0.1,0.39,8.26,265.0,6.06,10.55
-40,0.53,1.71,-0.1,0.39,8.26,265.0,6.11,11.22
-30,0.53,1.74,-0.1,0.4,8.26,265.0,6.17,11.88
-20,0.53,1.77,-0.1,0.4,8.26,265.0,6.22,12.54
-10,0.53,1.79,-0.1,0.4,8.25,265.0,6.22,13.58
0,0.53,1.8,-0.1,0.4,8.24,265.0,6.22,14.63
10,0.53,1.8,-0.11,0.4,8.23,265.0,6.23,15.68
20,0.53,1.79,-0.11,0.4,8.22,265.0,6.23,16.72
30,0.53,1.77,-0.11,0.4,8.21,265.0,6.23,17.77
40,0.53,1.73,-0.11,0.4,8.2,265.0,6.23,18.81
50,0.53,1.69,-0.11,0.4,8.19,265.0,6.26,19.74
60,0.53,1.63,-0.11,0.39,8.17,265.0,6.28,20.66
70,0.53,1.56,-0.11,0.39,8.16,265.0,6.31,21.58
80,0.53,1.48,-0.11,0.39,8.15,265.0,6.33,22.51
90,0.53,1.38,-0.11,0.39,8.14,265.0,6.35,23.43
100,0.53,1.28,-0.11,0.39,8.13,265.0,6.38,24.35
110,0.53,1.16,-0.11,0.39,8.11,265.5,6.29,23.87
120,0.53,1.03,-0.11,0.38,8.09,266.0,6.2,23.38
130,0.53,0.89,-0.11,0.38,8.07,266.5,6.12,22.9
140,0.53,0.75,-0.11,0.38,8.04,267.0,6.03,22.41
150,0.53,0.59,-0.11,0.38,8.02,267.5,5.94,21.92
160,0.53,0.43,-0.11,0.37,8.0,268.0,5.86,21.44
170,0.53,0.26,-0.11,0.37,7.95,268.17,5.84,22.14
180,0.53,0.09,-0.11,0.37,7.9,268.33,5.82,22.84
