t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.81,0.08,0.79,7.1,11.87,240.19,14.12,125.3
-170,0.81,0.24,0.79,7.1,11.81,240.27,14.23,126.01
-160,0.81,0.41,0.79,7.09,11.78,240.69,14.33,126.46
-150,0.81,0.57,0.79,7.1,11.79,240.59,14.43,127.3
-140,0.81,0.73,0.78,7.1,11.78,240.98,14.51,128.88
-130,0.81,0.88,0.78,7.11,11.8,240.89,14.57,129.96
-120,0.81,1.02,0.79,7.12,11.86,240.4,14.65,130.38
-110,0.81,1.16,0.79,7.12,11.95,239.99,14.73,129.72
-100,0.81,1.29,0.8,7.12,12.03,239.64,14.77,128.59
-90,0.81,1.4,0.8,7.13,12.07,239.56,14.85,127.14
-80,0.81,1.52,0.81,7.13,12.12,238.93,14.89,125.92
-70,0.81,1.61,0.81,7.14,12.19,238.55,14.9,124.24
-60,0.81,1.7,0.8,7.13,12.21,238.7,14.92,122.96
-50,0.81,1.76,0.8,7.13,12.21,239.31,14.93,122.39
-40,0.81,1.83,0.79,7.13,12.25,239.98,14.98,121.08
-30,0.81,1.88,0.8,7.13,12.3,240.78,15.02,119.72
-20,0.81,1.9,0.79,7.14,12.36,241.66,15.08,118.36
-10,0.81,1.93,0.8,7.13,12.37,242.49,15.15,117.93
0,0.81,1.93,0.81,7.13,12.42,243.32,15.25,117.93
10,0.81,1.92,0.81,7.14,12.49,243.79,15.33,118.06
20,0.81,1.9,0.81,7.14,12.54,244.13,15.38,118.13
30,0.81,1.86,0.8,7.14,12.63,244.35,15.44,118.54
40,0.81,1.81,0.81,7.14,12.72,244.46,15.5,117.59
50,0.81,1.76,0.81,7.14,12.84,244.5,15.6,116.98
60,0.81,1.69,0.81,7.14,12.95,244.55,15.72,115.98
70,0.81,1.61,0.8,7.14,13.09,244.7,15.8,115.3
80,0.81,1.51,0.8,7.15,13.26,245.21,15.91,115.0
90,0.81,1.41,0.8,7.14,13.39,245.57,15.96,114.36
100,0.81,1.29,0.8,7.15,13.5,245.67,16.0,113.61
110,0.81,1.17,0.8,7.15,13.58,246.12,16.03,112.44
120,0.81,1.03,0.81,7.15,13.66,246.14,16.03,111.19
130,0.81,0.89,0.81,7.15,13.69,245.9,16.01,109.97
140,0.81,0.75,0.81,7.15,13.71,245.62,16.04,108.09
150,0.81,0.6,0.81,7.16,13.76,245.66,16.09,106.2
160,0.81,0.44,0.81,7.16,13.81,245.7,16.19,105.06
170,0.81,0.29,0.81,7.16,13.87,245.54,16.24,103.91
180,0.81,0.12,0.82,7.16,13.91,245.52,16.27,102.99
