t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.21,0.38,0.27,2.15,13.67,272.72,10.94,208.43
-170,1.21,0.54,0.27,2.14,13.61,271.93,10.93,208.03
-160,1.21,0.7,0.27,2.14,13.54,270.36,10.9,207.18
-150,1.21,0.86,0.26,2.14,13.42,269.23,10.88,206.23
-140,1.21,1.01,0.26,2.13,13.29,268.27,10.81,205.67
-130,1.21,1.14,0.26,2.12,13.16,266.85,10.77,205.55
-120,1.21,1.28,0.25,2.12,13.07,265.73,10.67,205.19
-110,1.21,1.4,0.26,2.11,12.97,265.02,10.59,205.28
-100,1.21,1.51,0.26,2.1,12.89,264.93,10.49,205.18
-90,1.21,1.61,0.26,2.09,12.86,264.43,10.41,204.86
-80,1.21,1.71,0.26,2.08,12.87,264.13,10.31,204.23
-70,1.21,1.79,0.25,2.07,12.91,264.29,10.26,203.54
-60,1.21,1.86,0.26,2.06,12.94,263.94,10.19,202.51
-50,1.21,1.92,0.26,2.05,12.97,263.17,10.09,201.45
-40,1.21,1.96,0.26,2.04,12.99,262.28,9.99,200.67
-30,1.21,2.01,0.26,2.02,12.99,261.23,9.88,200.98
-20,1.21,2.03,0.26,2.01,13.0,260.31,9.83,201.89
-10,1.21,2.04,0.26,2.0,12.97,259.4,9.74,203.4
0,1.21,2.05,0.26,1.99,12.91,258.81,9.66,205.52
10,1.21,2.04,0.26,1.98,12.89,258.6,9.58,207.5
20,1.21,2.02,0.26,1.96,12.84,258.55,9.5,208.95
30,1.21,1.99,0.26,1.95,12.81,258.41,9.4,210.34
40,1.21,1.94,0.26,1.94,12.77,258.25,9.31,211.51
50,1.21,1.88,0.26,1.93,12.73,257.84,9.2,211.99
60,1.21,1.81,0.26,1.91,12.67,257.38,9.16,211.76
70,1.21,1.73,0.26,1.91,12.61,256.38,9.15,211.78
80,1.21,1.64,0.26,1.9,12.62,255.21,9.13,210.94
90,1.21,1.53,0.26,1.89,12.61,253.87,9.09,209.6
100,1.21,1.41,0.27,1.88,12.6,252.3,9.05,208.74
110,1.21,1.28,0.26,1.88,12.56,251.0,9.05,207.25
120,1.21,1.14,0.26,1.87,12.55,249.87,9.03,206.19
130,1.21,0.99,0.26,1.86,12.51,248.66,9.01,205.33
140,1.21,0.83,0.26,1.86,12.44,247.23,9.0,203.82
150,1.21,0.67,0.26,1.85,12.36,246.45,8.97,202.41
160,1.21,0.5,0.26,1.85,12.26,245.99,8.95,200.39
170,1.21,0.32,0.26,1.84,12.15,244.83,8.92,198.28
180,1.21,0.13,0.26,1.85,12.02,244.01,8.92,195.93
