t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.95,0.15,0.59,8.81,20.54,250.58,31.07,274.3
-170,0.95,0.36,0.58,8.81,20.5,250.7,31.1,273.36
-160,0.95,0.55,0.58,8.81,20.48,251.04,31.13,272.36
-150,0.95,0.75,0.58,8.81,20.53,251.26,31.16,271.83
-140,0.95,0.93,0.57,8.8,20.57,251.47,31.19,271.39
-130,0.95,1.1,0.57,8.8,20.65,251.68,31.26,271.58
-120,0.95,1.27,0.57,8.8,20.71,251.84,31.31,272.06
-110,0.95,1.43,0.57,8.81,20.77,252.23,31.38,271.51
-100,0.95,1.57,0.58,8.81,20.84,252.98,31.44,270.17
-90,0.95,1.7,0.58,8.81,20.87,253.89,31.47,269.72
-80,0.95,1.82,0.58,8.81,20.87,254.74,31.49,269.2
-70,0.95,1.92,0.58,8.8,20.85,256.42,31.52,268.82
-60,0.95,2.01,0.58,8.81,20.8,258.31,31.5,268.41
-50,0.95,2.09,0.58,8.81,20.79,259.62,31.48,269.35
-40,0.95,2.15,0.58,8.8,20.74,260.41,31.46,270.68
-30,0.95,2.19,0.58,8.78,20.71,261.69,31.43,271.24
-20,0.95,2.22,0.58,8.77,20.69,263.01,31.38,271.4
-10,0.95,2.24,0.58,8.76,20.68,264.21,31.3,272.22
0,0.95,2.25,0.59,8.76,20.66,265.32,31.26,272.61
10,0.95,2.24,0.58,8.75,20.63,266.55,31.18,272.77
20,0.95,2.22,0.58,8.74,20.61,267.44,31.07,272.98
30,0.95,2.19,0.58,8.73,20.58,267.74,30.99,272.45
40,0.95,2.14,0.58,8.73,20.55,267.99,30.93,272.62
50,0.95,2.09,0.58,8.72,20.54,267.41,30.84,272.45
60,0.95,2.02,0.58,8.71,20.55,267.02,30.77,272.57
70,0.95,1.94,0.58,8.7,20.55,266.45,30.68,273.16
80,0.95,1.86,0.58,8.7,20.55,265.79,30.55,274.16
90,0.95,1.76,0.58,8.69,20.59,265.23,30.4,275.67
100,0.95,1.65,0.58,8.69,20.64,264.5,30.24,277.1
110,0.95,1.53,0.58,8.68,20.68,264.05,30.11,278.06
120,0.95,1.41,0.57,8.67,20.74,263.36,29.92,279.59
130,0.95,1.27,0.57,8.67,20.78,262.73,29.8,279.82
140,0.95,1.12,0.57,8.66,20.76,262.55,29.67,279.62
150,0.95,0.98,0.57,8.65,20.68,262.35,29.56,279.87
160,0.95,0.82,0.57,8.64,20.6,262.46,29.44,279.83
170,0.95,0.66,0.57,8.63,20.53,262.26,29.36,279.59
180,0.95,0.49,0.57,8.63,20.44,261.43,29.25,279.5
