t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.35,0.01,0.04,0.61,9.1,266.69,5.91,233.52
-170,0.35,0.1,0.04,0.61,9.09,266.72,5.89,234.06
-160,0.35,0.19,0.04,0.61,9.09,266.76,5.87,234.61
-150,0.35,0.28,0.04,0.61,9.09,266.8,5.85,235.15
-140,0.35,0.37,0.04,0.61,9.08,266.84,5.83,235.69
-130,0.35,0.45,0.04,0.6,9.07,266.82,5.86,235.69
-120,0.35,0.53,0.04,0.6,9.06,266.81,5.9,235.7
-110,0.35,0.6,0.05,0.6,9.05,266.8,5.93,235.71
-100,0.35,0.67,0.05,0.6,9.04,266.78,5.97,235.71
-90,0.35,0.73,0.05,0.6,9.03,266.77,6.0,235.72
-80,0.35,0.79,0.05,0.6,9.02,266.76,6.03,235.72
-70,0.35,0.84,0.05,0.6,9.01,266.74,6.07,235.73
-60,0.35,0.88,0.05,0.59,9.0,266.73,6.1,235.73
-50,0.35,0.92,0.05,0.59,8.99,266.72,6.14,235.74
-40,0.35,0.94,0.05,0.59,8.98,266.7,6.17,235.74
-30,0.35,0.97,0.05,0.59,8.97,266.69,6.21,235.75
-20,0.35,0.98,0.05,0.59,8.96,266.68,6.24,235.76
-10,0.35,0.99,0.05,0.59,8.95,266.66,6.27,235.76
0,0.35,0.99,0.05,0.59,8.94,266.65,6.31,235.77
10,0.35,0.99,0.05,0.58,8.93,266.64,6.34,235.77
20,0.35,0.98,0.05,0.58,8.92,266.62,6.38,235.78
30,0.35,0.96,0.05,0.58,8.91,266.61,6.41,235.78
40,0.35,0.93,0.06,0.58,8.9,266.6,6.45,235.79
50,0.35,0.9,0.06,0.58,8.89,266.58,6.48,235.79
60,0.35,0.87,0.06,0.58,8.88,266.57,6.51,235.8
70,0.35,0.82,0.06,0.58,8.87,266.56,6.55,235.81
80,0.35,0.78,0.06,0.57,8.86,266.54,6.58,235.81
90,0.35,0.72,0.06,0.57,8.85,266.53,6.62,235.82
100,0.35,0.67,0.06,0.57,8.84,266.52,6.65,235.82
110,0.35,0.6,0.06,0.57,8.83,266.5,6.69,235.83
120,0.35,0.54,0.06,0.57,8.82,266.49,6.72,235.83
130,0.35,0.47,0.06,0.57,8.81,266.48,6.75,235.84
140,0.35,0.39,0.06,0.56,8.8,266.46,6.79,235.84
150,0.35,0.31,0.06,0.56,8.78,266.45,6.82,235.85
160,0.35,0.23,0.06,0.56,8.77,266.44,6.86,235.86
170,0.35,0.15,0.06,0.56,8.76,266.43,6.89,235.86
180,0.35,0.06,0.06,0.56,8.75,266.41,6.93,235.87
