t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.41,0.11,0.07,3.83,11.51,266.31,9.65,279.65
-170,0.41,0.23,0.07,3.86,11.49,266.27,9.68,280.12
-160,0.41,0.35,0.07,3.88,11.46,266.23,9.72,280.59
-150,0.41,0.46,0.07,3.9,11.44,266.2,9.75,281.05
-140,0.41,0.56,0.07,3.92,11.41,266.16,9.78,281.52
-130,0.41,0.66,0.07,3.94,11.39,266.12,9.81,281.99
-120,0.41,0.76,0.07,3.96,11.36,266.08,9.84,282.46
-110,0.41,0.85,0.07,3.95,11.39,266.05,9.75,283.09
-100,0.41,0.93,0.06,3.95,11.41,266.02,9.66,283.72
-90,0.41,1.0,0.06,3.94,11.44,265.99,9.57,284.35
-80,0.41,1.07,0.06,3.93,11.46,265.96,9.48,284.99
-70,0.41,1.13,0.06,3.93,11.48,265.93,9.38,285.62
-60,0.41,1.18,0.06,3.92,11.51,265.9,9.29,286.25
-50,0.41,1.22,0.06,3.92,11.53,265.87,9.2,286.89
-40,0.41,1.26,0.06,3.91,11.56,265.84,9.11,287.52
-30,0.41,1.29,0.05,3.9,11.58,265.81,9.02,288.15
-20,0.41,1.31,0.05,3.9,11.61,265.78,8.92,288.78
-10,0.41,1.33,0.05,3.89,11.63,265.75,8.83,289.42
0,0.41,1.33,0.05,3.89,11.65,265.72,8.74,290.05
10,0.41,1.33,0.05,3.88,11.68,265.69,8.65,290.68
20,0.41,1.32,0.05,3.87,11.7,265.66,8.56,291.31
30,0.41,1.31,0.04,3.87,11.73,265.63,8.46,291.95
40,0.41,1.28,0.04,3.86,11.75,265.59,8.37,292.58
50,0.41,1.25,0.04,3.86,11.77,265.56,8.28,293.21
60,0.41,1.21,0.04,3.85,11.8,265.53,8.19,293.85
70,0.41,1.16,0.04,3.84,11.82,265.5,8.1,294.48
80,0.41,1.1,0.04,3.84,11.85,265.47,8.0,295.11
90,0.41,1.04,0.04,3.83,11.87,265.44,7.91,295.74
100,0.41,0.96,0.03,3.83,11.9,265.41,7.82,296.38
110,0.41,0.88,0.03,3.82,11.92,265.38,7.73,297.01
120,0.41,0.8,0.03,3.81,11.94,265.35,7.64,297.64
130,0.41,0.7,0.03,3.81,11.97,265.32,7.54,298.28
140,0.41,0.6,0.03,3.8,11.99,265.29,7.45,298.91
150,0.41,0.49,0.03,3.8,12.02,265.26,7.36,299.54
160,0.41,0.38,0.03,3.79,12.04,265.23,7.27,300.17
170,0.41,0.26,0.02,3.78,12.06,265.2,7.17,300.81
180,0.41,0.14,0.02,3.78,12.09,265.17,7.08,301.44
