t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.85,0.1,0.84,8.2,15.78,204.12,20.35,259.97
-170,0.85,0.35,0.84,8.22,15.74,204.61,20.44,260.26
-160,0.85,0.58,0.84,8.23,15.72,204.97,20.46,260.34
-150,0.85,0.82,0.84,8.24,15.68,205.83,20.53,260.36
-140,0.85,1.04,0.83,8.27,15.68,206.43,20.6,260.04
-130,0.85,1.25,0.83,8.29,15.65,207.79,20.69,259.57
-120,0.85,1.45,0.84,8.3,15.65,209.04,20.77,259.19
-110,0.85,1.64,0.84,8.32,15.68,210.08,20.84,258.52
-100,0.85,1.8,0.84,8.34,15.73,211.15,20.88,257.49
-90,0.85,1.96,0.84,8.35,15.8,211.85,20.92,255.95
-80,0.85,2.1,0.84,8.36,15.84,213.19,20.93,254.06
-70,0.85,2.22,0.83,8.39,15.89,213.99,20.96,251.85
-60,0.85,2.33,0.83,8.4,15.92,214.64,21.0,249.29
-50,0.85,2.42,0.83,8.41,15.91,215.01,21.04,246.44
-40,0.85,2.49,0.83,8.44,15.88,215.5,21.16,244.16
-30,0.85,2.55,0.83,8.44,15.83,216.4,21.26,242.32
-20,0.85,2.59,0.83,8.46,15.77,217.22,21.38,240.22
-10,0.85,2.61,0.83,8.47,15.73,218.31,21.47,238.28
0,0.85,2.62,0.83,8.5,15.73,219.74,21.53,236.52
10,0.85,2.61,0.83,8.51,15.73,221.02,21.61,235.54
20,0.85,2.59,0.83,8.51,15.76,222.33,21.68,234.68
30,0.85,2.55,0.83,8.53,15.72,223.37,21.7,234.4
40,0.85,2.5,0.83,8.54,15.71,224.23,21.68,234.4
50,0.85,2.42,0.82,8.56,15.71,224.93,21.64,234.3
60,0.85,2.36,0.82,8.57,15.66,225.3,21.65,234.67
70,0.85,2.27,0.82,8.59,15.6,225.69,21.68,235.06
80,0.85,2.16,0.82,8.6,15.56,225.9,21.68,235.3
90,0.85,2.03,0.81,8.62,15.59,226.29,21.61,234.71
100,0.85,1.91,0.81,8.63,15.6,227.12,21.53,234.42
110,0.85,1.76,0.8,8.63,15.61,227.75,21.49,234.05
120,0.85,1.61,0.8,8.64,15.68,228.31,21.43,234.44
130,0.85,1.44,0.8,8.65,15.78,228.89,21.36,234.79
140,0.85,1.26,0.8,8.65,15.83,229.3,21.35,235.43
150,0.85,1.08,0.8,8.66,15.88,229.58,21.38,235.93
160,0.85,0.89,0.79,8.68,15.9,229.52,21.37,237.19
170,0.85,0.69,0.79,8.69,15.91,229.52,21.4,238.53
180,0.85,0.47,0.79,8.69,15.94,230.03,21.44,239.82
