t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.332,0.27,0.12,2.54,11.26,267.94,15.33,213.6
-170,0.332,0.46,0.12,2.57,11.22,267.76,15.09,215.18
-160,0.332,0.64,0.12,2.59,11.18,267.58,14.84,216.76
-150,0.332,0.81,0.13,2.62,11.14,267.41,14.59,218.34
-140,0.332,0.98,0.13,2.64,11.1,267.23,14.35,219.91
-130,0.332,1.14,0.13,2.67,11.06,267.06,14.1,221.49
-120,0.332,1.3,0.13,2.69,11.02,266.88,13.86,223.07
-110,0.332,1.44,0.13,2.72,10.98,266.71,13.61,224.64
-100,0.332,1.57,0.13,2.74,10.94,266.53,13.36,226.22
-90,0.332,1.69,0.14,2.77,10.9,266.36,13.12,227.8
-80,0.332,1.8,0.14,2.79,10.86,266.18,12.87,229.38
-70,0.332,1.89,0.14,2.82,10.82,266.01,12.62,230.95
-60,0.332,1.97,0.14,2.84,10.78,265.83,12.38,232.53
-50,0.332,2.04,0.14,2.87,10.74,265.65,12.13,234.11
-40,0.332,2.1,0.15,2.89,10.7,265.48,11.89,235.69
-30,0.332,2.14,0.15,2.92,10.66,265.3,11.64,237.26
-20,0.332,2.17,0.15,2.94,10.62,265.13,11.39,238.84
-10,0.332,2.19,0.15,2.97,10.58,264.95,11.15,240.42
0,0.332,2.19,0.15,2.99,10.55,264.78,10.9,241.99
10,0.332,2.18,0.16,3.02,10.51,264.6,10.65,243.57
20,0.332,2.16,0.16,3.04,10.47,264.43,10.41,245.15
30,0.332,2.12,0.16,3.07,10.43,264.25,10.16,246.73
40,0.332,2.07,0.16,3.09,10.39,264.08,9.92,248.3
50,0.332,2.0,0.16,3.12,10.35,263.9,9.67,249.88
60,0.332,1.93,0.17,3.14,10.31,263.73,9.42,251.46
70,0.332,1.84,0.17,3.17,10.27,263.55,9.18,253.04
80,0.332,1.73,0.17,3.19,10.23,263.37,8.93,254.61
90,0.332,1.62,0.17,3.22,10.19,263.2,8.69,256.19
100,0.332,1.5,0.17,3.24,10.15,263.02,8.44,257.77
110,0.332,1.36,0.18,3.27,10.11,262.85,8.19,259.34
120,0.332,1.22,0.18,3.29,10.07,262.67,7.95,260.92
130,0.332,1.07,0.17,3.29,10.09,262.73,7.99,262.52
140,0.332,0.9,0.17,3.28,10.11,262.78,8.04,264.11
150,0.332,0.74,0.17,3.28,10.13,262.84,8.08,265.71
160,0.332,0.56,0.17,3.28,10.15,262.89,8.13,267.3
170,0.332,0.38,0.16,3.28,10.17,262.95,8.17,268.9
180,0.332,0.2,0.16,3.27,10.19,263.0,8.22,270.49
