t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.3,0.13,0.31,0.48,7.83,263.04,4.0,45.77
-170,0.3,0.2,0.31,0.48,7.83,263.05,4.04,45.3
-160,0.3,0.27,0.31,0.48,7.82,263.07,4.09,44.84
-150,0.3,0.33,0.31,0.48,7.82,263.08,4.13,44.37
-140,0.3,0.4,0.31,0.48,7.82,263.1,4.17,43.9
-130,0.3,0.46,0.31,0.48,7.81,263.11,4.21,43.43
-120,0.3,0.51,0.31,0.48,7.81,263.13,4.26,42.96
-110,0.3,0.56,0.3,0.48,7.8,263.14,4.3,42.5
-100,0.3,0.61,0.3,0.48,7.8,263.15,4.34,42.03
-90,0.3,0.65,0.3,0.48,7.79,263.17,4.38,41.56
-80,0.3,0.68,0.3,0.48,7.79,263.18,4.43,41.09
-70,0.3,0.71,0.3,0.48,7.78,263.2,4.47,40.63
-60,0.3,0.74,0.3,0.48,7.78,263.21,4.51,40.16
-50,0.3,0.76,0.3,0.48,7.78,263.22,4.55,39.69
-40,0.3,0.78,0.3,0.48,7.77,263.24,4.59,39.22
-30,0.3,0.79,0.3,0.48,7.77,263.25,4.64,38.75
-20,0.3,0.8,0.3,0.48,7.76,263.27,4.68,38.29
-10,0.3,0.81,0.3,0.48,7.76,263.28,4.72,37.82
0,0.3,0.81,0.3,0.48,7.75,263.29,4.76,37.35
10,0.3,0.8,0.3,0.48,7.75,263.31,4.81,36.88
20,0.3,0.8,0.3,0.48,7.74,263.32,4.85,36.42
30,0.3,0.78,0.3,0.48,7.74,263.34,4.89,35.95
40,0.3,0.77,0.3,0.48,7.74,263.35,4.98,35.44
50,0.3,0.75,0.3,0.48,7.73,263.37,5.08,34.93
60,0.3,0.72,0.3,0.48,7.73,263.39,5.17,34.42
70,0.3,0.7,0.3,0.48,7.73,263.4,5.26,33.92
80,0.3,0.67,0.3,0.48,7.72,263.42,5.36,33.41
90,0.3,0.63,0.3,0.48,7.72,263.43,5.45,32.9
100,0.3,0.59,0.3,0.48,7.72,263.45,5.54,32.39
110,0.3,0.55,0.3,0.48,7.71,263.47,5.64,31.89
120,0.3,0.51,0.3,0.48,7.71,263.48,5.73,31.38
130,0.3,0.46,0.3,0.48,7.71,263.5,5.82,30.87
140,0.3,0.41,0.3,0.48,7.7,263.52,5.91,30.36
150,0.3,0.35,0.3,0.48,7.7,263.53,6.01,29.86
160,0.3,0.29,0.3,0.48,7.7,263.55,6.1,29.35
170,0.3,0.23,0.3,0.48,7.69,263.57,6.19,28.84
180,0.3,0.17,0.3,0.48,7.69,263.58,6.29,28.33
