t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.307,0.42,0.47,5.43,13.93,247.25,15.43,231.17
-170,0.307,0.62,0.47,5.44,14.0,247.27,15.38,230.79
-160,0.307,0.81,0.47,5.46,14.06,247.3,15.33,230.42
-150,0.307,1.0,0.47,5.48,14.13,247.32,15.28,230.04
-140,0.307,1.18,0.47,5.49,14.2,247.34,15.23,229.66
-130,0.307,1.34,0.47,5.51,14.26,247.36,15.19,229.29
-120,0.307,1.5,0.47,5.52,14.33,247.38,15.14,228.91
-110,0.307,1.65,0.47,5.54,14.4,247.4,15.09,228.54
-100,0.307,1.79,0.47,5.55,14.46,247.42,15.04,228.16
-90,0.307,1.91,0.47,5.57,14.53,247.44,15.0,227.79
-80,0.307,2.03,0.47,5.59,14.6,247.46,14.95,227.41
-70,0.307,2.13,0.47,5.6,14.66,247.48,14.9,227.04
-60,0.307,2.21,0.47,5.62,14.73,247.5,14.85,226.66
-50,0.307,2.28,0.47,5.63,14.8,247.52,14.8,226.28
-40,0.307,2.34,0.47,5.65,14.87,247.54,14.76,225.91
-30,0.307,2.39,0.47,5.66,14.93,247.57,14.71,225.53
-20,0.307,2.42,0.47,5.68,15.0,247.59,14.66,225.16
-10,0.307,2.43,0.47,5.69,15.07,247.61,14.61,224.78
0,0.307,2.44,0.48,5.71,15.13,247.63,14.57,224.41
10,0.307,2.42,0.48,5.73,15.2,247.65,14.52,224.03
20,0.307,2.39,0.48,5.74,15.27,247.67,14.47,223.66
30,0.307,2.35,0.48,5.76,15.33,247.69,14.42,223.28
40,0.307,2.29,0.48,5.77,15.4,247.71,14.38,222.9
50,0.307,2.21,0.48,5.79,15.47,247.73,14.33,222.53
60,0.307,2.12,0.48,5.8,15.53,247.75,14.28,222.15
70,0.307,2.02,0.48,5.82,15.6,247.77,14.23,221.78
80,0.307,1.9,0.48,5.84,15.67,247.79,14.18,221.4
90,0.307,1.76,0.48,5.85,15.73,247.81,14.14,221.03
100,0.307,1.62,0.48,5.87,15.8,247.84,14.09,220.65
110,0.307,1.46,0.48,5.88,15.87,247.86,14.04,220.28
120,0.307,1.29,0.48,5.9,15.93,247.88,13.99,219.9
130,0.307,1.11,0.48,5.89,15.93,247.92,13.89,219.71
140,0.307,0.92,0.48,5.89,15.93,247.97,13.8,219.53
150,0.307,0.72,0.48,5.88,15.93,248.02,13.7,219.34
160,0.307,0.52,0.48,5.88,15.93,248.06,13.6,219.16
170,0.307,0.31,0.48,5.87,15.93,248.11,13.5,218.97
180,0.307,0.1,0.48,5.87,15.93,248.16,13.4,218.78
