t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.85,0.1,0.84,3.38,9.63,266.73,9.5,250.51
-170,0.85,0.35,0.84,3.37,9.61,266.13,9.49,251.92
-160,0.85,0.58,0.84,3.38,9.55,265.34,9.45,253.92
-150,0.85,0.82,0.84,3.38,9.53,264.15,9.37,256.13
-140,0.85,1.04,0.83,3.39,9.5,263.05,9.26,256.49
-130,0.85,1.25,0.83,3.39,9.5,262.42,9.16,257.01
-120,0.85,1.45,0.84,3.4,9.5,261.59,9.08,258.01
-110,0.85,1.64,0.84,3.41,9.49,260.92,8.98,258.81
-100,0.85,1.8,0.84,3.42,9.42,260.25,8.91,260.45
-90,0.85,1.96,0.84,3.42,9.3,259.81,8.85,262.15
-80,0.85,2.1,0.84,3.42,9.2,259.25,8.8,264.03
-70,0.85,2.22,0.83,3.43,9.1,258.73,8.79,265.39
-60,0.85,2.33,0.83,3.44,9.02,258.53,8.77,266.93
-50,0.85,2.42,0.83,3.45,8.94,258.06,8.77,268.26
-40,0.85,2.49,0.83,3.46,8.94,257.55,8.77,268.42
-30,0.85,2.55,0.83,3.46,8.97,256.8,8.77,268.53
-20,0.85,2.59,0.83,3.47,9.02,255.94,8.75,268.58
-10,0.85,2.61,0.83,3.48,9.07,254.88,8.75,268.82
0,0.85,2.62,0.83,3.48,9.13,253.36,8.76,269.77
10,0.85,2.61,0.83,3.48,9.18,252.04,8.75,270.91
20,0.85,2.59,0.83,3.49,9.22,250.9,8.75,272.57
30,0.85,2.55,0.83,3.49,9.28,249.8,8.76,274.19
40,0.85,2.5,0.83,3.49,9.33,248.43,8.79,276.32
50,0.85,2.42,0.82,3.49,9.38,247.31,8.82,278.49
60,0.85,2.36,0.82,3.5,9.42,246.34,8.89,279.78
70,0.85,2.27,0.82,3.5,9.43,245.14,8.98,280.25
80,0.85,2.16,0.82,3.5,9.48,243.89,9.05,281.34
90,0.85,2.03,0.81,3.5,9.49,242.32,9.1,281.86
100,0.85,1.91,0.81,3.51,9.49,241.08,9.12,282.74
110,0.85,1.76,0.8,3.51,9.49,239.72,9.1,283.64
120,0.85,1.61,0.8,3.52,9.48,238.23,9.09,284.59
130,0.85,1.44,0.8,3.53,9.5,237.13,9.05,285.68
140,0.85,1.26,0.8,3.53,9.49,236.04,8.98,286.15
150,0.85,1.08,0.8,3.53,9.47,234.82,8.91,286.43
160,0.85,0.89,0.79,3.54,9.48,233.7,8.85,284.86
170,0.85,0.69,0.79,3.54,9.5,232.83,8.78,283.14
180,0.85,0.47,0.79,3.54,9.55,231.96,8.72,281.76
