t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.38,0.26,0.61,3.5,9.63,263.3,8.39,289.7
-170,1.38,0.45,0.61,3.49,9.67,263.02,8.34,289.04
-160,1.38,0.63,0.61,3.48,9.71,262.66,8.23,288.67
-150,1.38,0.8,0.6,3.47,9.67,262.43,8.16,289.05
-140,1.38,0.97,0.6,3.44,9.62,262.1,8.13,289.22
-130,1.38,1.13,0.61,3.43,9.55,261.57,8.06,289.73
-120,1.38,1.28,0.6,3.42,9.49,260.85,8.0,290.29
-110,1.38,1.42,0.6,3.4,9.44,260.48,7.88,290.77
-100,1.38,1.55,0.59,3.38,9.38,260.25,7.84,290.94
-90,1.38,1.67,0.6,3.36,9.37,259.62,7.84,290.52
-80,1.38,1.78,0.6,3.34,9.39,259.15,7.85,289.48
-70,1.38,1.88,0.6,3.33,9.42,259.41,7.84,287.87
-60,1.38,1.96,0.6,3.31,9.5,259.56,7.86,286.47
-50,1.38,2.03,0.6,3.29,9.58,259.24,7.89,285.52
-40,1.38,2.1,0.6,3.28,9.61,258.7,7.93,283.97
-30,1.38,2.15,0.6,3.26,9.66,258.05,7.94,281.93
-20,1.38,2.18,0.6,3.24,9.68,257.17,7.98,279.02
-10,1.38,2.2,0.6,3.23,9.71,255.97,8.04,276.1
0,1.38,2.21,0.6,3.22,9.71,255.23,8.09,273.46
10,1.38,2.2,0.59,3.21,9.7,254.71,8.16,270.4
20,1.38,2.18,0.6,3.19,9.75,254.61,8.21,267.64
30,1.38,2.15,0.6,3.18,9.75,254.27,8.3,265.13
40,1.38,2.11,0.6,3.17,9.76,254.1,8.38,263.12
50,1.38,2.04,0.59,3.16,9.7,254.0,8.43,260.79
60,1.38,1.97,0.59,3.15,9.63,253.7,8.48,258.75
70,1.38,1.88,0.59,3.13,9.53,253.58,8.5,257.48
80,1.38,1.78,0.59,3.13,9.44,253.37,8.51,256.56
90,1.38,1.66,0.59,3.11,9.41,254.18,8.51,255.69
100,1.38,1.53,0.58,3.1,9.4,254.93,8.5,254.91
110,1.38,1.4,0.58,3.09,9.42,255.89,8.48,253.91
120,1.38,1.24,0.58,3.08,9.47,256.79,8.44,253.04
130,1.38,1.08,0.58,3.08,9.52,257.91,8.4,251.95
140,1.38,0.91,0.58,3.07,9.52,258.8,8.41,250.46
150,1.38,0.73,0.57,3.06,9.48,259.21,8.45,249.12
160,1.38,0.53,0.57,3.06,9.44,259.72,8.57,248.12
170,1.38,0.34,0.58,3.04,9.43,260.54,8.7,248.35
180,1.38,0.14,0.58,3.03,9.36,261.65,8.81,247.26
