t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.8,0.18,0.63,6.79,22.07,243.91,13.85,233.0
-170,0.8,0.4,0.62,6.78,21.92,243.2,13.87,234.84
-160,0.8,0.62,0.63,6.78,21.81,242.48,13.89,237.2
-150,0.8,0.83,0.63,6.77,21.68,241.45,13.9,239.91
-140,0.8,1.03,0.63,6.77,21.53,240.71,13.91,243.4
-130,0.8,1.22,0.64,6.77,21.4,240.78,13.93,246.11
-120,0.8,1.4,0.64,6.77,21.25,241.23,13.93,248.58
-110,0.8,1.57,0.63,6.76,21.13,241.99,13.92,250.83
-100,0.8,1.72,0.63,6.75,20.99,243.27,13.96,252.27
-90,0.8,1.86,0.63,6.75,20.86,244.57,14.04,253.25
-80,0.8,1.99,0.62,6.74,20.74,245.57,14.09,253.58
-70,0.8,2.1,0.62,6.72,20.63,246.43,14.15,254.35
-60,0.8,2.2,0.62,6.72,20.55,247.02,14.22,254.7
-50,0.8,2.27,0.63,6.71,20.44,247.09,14.26,255.09
-40,0.8,2.34,0.63,6.7,20.32,247.06,14.26,254.73
-30,0.8,2.39,0.63,6.69,20.23,247.57,14.24,254.41
-20,0.8,2.43,0.63,6.68,20.16,248.09,14.25,254.47
-10,0.8,2.45,0.63,6.68,20.11,249.19,14.25,254.24
0,0.8,2.46,0.63,6.67,20.06,250.33,14.27,254.49
10,0.8,2.45,0.63,6.67,20.03,251.14,14.34,253.74
20,0.8,2.43,0.63,6.66,20.01,252.4,14.43,252.25
30,0.8,2.4,0.63,6.65,20.01,253.42,14.57,250.67
40,0.8,2.35,0.63,6.65,20.01,254.39,14.67,248.53
50,0.8,2.29,0.63,6.64,20.0,255.01,14.76,245.72
60,0.8,2.22,0.63,6.65,19.95,255.4,14.84,242.96
70,0.8,2.13,0.63,6.64,19.94,255.7,14.91,240.05
80,0.8,2.03,0.62,6.63,19.92,255.87,14.94,238.62
90,0.8,1.92,0.62,6.63,19.86,255.92,14.95,237.28
100,0.8,1.79,0.62,6.63,19.81,256.23,15.0,236.47
110,0.8,1.66,0.63,6.62,19.79,256.71,15.09,236.3
120,0.8,1.52,0.63,6.62,19.81,257.35,15.19,236.52
130,0.8,1.36,0.64,6.62,19.79,257.96,15.31,237.6
140,0.8,1.19,0.63,6.61,19.75,258.38,15.45,239.39
150,0.8,1.01,0.63,6.61,19.69,259.08,15.62,241.43
160,0.8,0.84,0.63,6.61,19.61,259.66,15.79,243.73
170,0.8,0.64,0.63,6.61,19.53,260.2,15.95,245.86
180,0.8,0.44,0.63,6.61,19.45,260.67,16.1,247.91
