t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.79,0.46,0.73,7.54,8.83,260.0,25.16,281.28
-170,0.79,0.61,0.73,7.53,8.93,260.15,25.22,279.71
-160,0.79,0.76,0.73,7.54,9.02,260.39,25.29,278.15
-150,0.79,0.89,0.72,7.53,9.12,260.78,25.44,276.87
-140,0.79,1.02,0.72,7.53,9.21,260.52,25.58,275.97
-130,0.79,1.15,0.72,7.52,9.28,260.18,25.68,274.43
-120,0.79,1.27,0.72,7.51,9.29,259.58,25.8,273.27
-110,0.79,1.37,0.72,7.51,9.29,259.01,25.9,273.04
-100,0.79,1.48,0.72,7.5,9.25,258.31,25.97,271.85
-90,0.79,1.58,0.72,7.5,9.23,257.77,26.0,270.47
-80,0.79,1.66,0.72,7.49,9.17,257.03,26.01,268.82
-70,0.79,1.74,0.72,7.49,9.11,256.62,26.0,267.15
-60,0.79,1.81,0.72,7.48,9.09,256.09,25.97,265.35
-50,0.79,1.87,0.72,7.48,9.05,255.49,25.91,262.58
-40,0.79,1.92,0.72,7.48,9.04,254.96,25.87,260.08
-30,0.79,1.96,0.72,7.47,9.04,254.28,25.81,257.47
-20,0.79,1.99,0.72,7.47,9.07,254.23,25.71,254.55
-10,0.79,2.0,0.72,7.46,9.11,253.63,25.61,252.5
0,0.79,2.02,0.72,7.45,9.16,253.52,25.52,251.35
10,0.79,2.01,0.72,7.45,9.25,253.3,25.46,250.15
20,0.79,1.99,0.72,7.44,9.31,253.06,25.38,249.0
30,0.79,1.97,0.72,7.43,9.37,253.21,25.31,247.96
40,0.79,1.92,0.72,7.42,9.43,253.31,25.23,246.73
50,0.79,1.85,0.72,7.43,9.47,253.67,25.13,245.75
60,0.79,1.78,0.71,7.42,9.49,253.94,25.02,243.9
70,0.79,1.7,0.71,7.41,9.52,254.37,24.92,242.58
80,0.79,1.6,0.7,7.41,9.58,255.16,24.81,242.09
90,0.79,1.49,0.7,7.41,9.59,255.58,24.66,242.67
100,0.79,1.36,0.7,7.4,9.6,256.08,24.51,243.61
110,0.79,1.23,0.7,7.4,9.6,256.6,24.38,244.33
120,0.79,1.07,0.7,7.39,9.58,256.84,24.28,245.9
130,0.79,0.92,0.71,7.38,9.56,257.5,24.14,247.41
140,0.79,0.75,0.71,7.38,9.54,258.0,24.0,248.85
150,0.79,0.58,0.71,7.38,9.5,258.2,23.84,249.88
160,0.79,0.39,0.71,7.37,9.45,258.11,23.71,251.42
170,0.79,0.2,0.7,7.36,9.43,258.12,23.55,253.12
180,0.79,0.01,0.7,7.35,9.42,258.67,23.39,254.41
