t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.64,0.32,0.49,8.25,16.95,243.19,22.1,321.32
-170,1.64,0.49,0.5,8.23,16.93,244.18,22.04,318.8
-160,1.64,0.64,0.49,8.23,16.91,245.37,22.03,316.84
-150,1.64,0.79,0.49,8.22,16.89,245.99,22.04,315.28
-140,1.64,0.94,0.49,8.22,16.88,246.55,22.08,313.37
-130,1.64,1.07,0.5,8.21,16.89,247.46,22.1,311.61
-120,1.64,1.19,0.49,8.22,16.87,248.18,22.15,310.46
-110,1.64,1.32,0.5,8.21,16.81,248.91,22.17,309.29
-100,1.64,1.42,0.5,8.21,16.77,249.4,22.16,308.45
-90,1.64,1.52,0.5,8.2,16.72,250.63,22.11,307.35
-80,1.64,1.61,0.5,8.2,16.65,251.3,22.06,306.24
-70,1.64,1.69,0.5,8.2,16.6,252.32,22.0,304.92
-60,1.64,1.76,0.5,8.19,16.56,253.6,21.98,304.4
-50,1.64,1.82,0.49,8.19,16.56,254.35,21.99,304.45
-40,1.64,1.87,0.49,8.18,16.52,255.22,21.97,304.23
-30,1.64,1.91,0.49,8.18,16.51,256.16,21.97,304.76
-20,1.64,1.93,0.49,8.17,16.56,257.44,22.01,305.25
-10,1.64,1.95,0.49,8.17,16.6,258.52,22.03,305.6
0,1.64,1.96,0.48,8.16,16.65,259.61,22.03,306.9
10,1.64,1.95,0.49,8.15,16.65,260.54,22.04,308.13
20,1.64,1.94,0.49,8.15,16.67,261.29,22.08,310.27
30,1.64,1.9,0.49,8.14,16.64,262.07,22.1,311.83
40,1.64,1.86,0.49,8.14,16.61,262.59,22.1,313.71
50,1.64,1.8,0.49,8.13,16.52,263.17,22.07,316.01
60,1.64,1.73,0.49,8.12,16.41,263.64,22.04,318.04
70,1.64,1.65,0.49,8.11,16.34,264.14,22.0,320.67
80,1.64,1.56,0.49,8.11,16.29,264.62,21.97,322.37
90,1.64,1.45,0.49,8.1,16.22,264.57,21.9,324.37
100,1.64,1.33,0.49,8.09,16.18,264.54,21.87,325.62
110,1.64,1.19,0.49,8.08,16.23,264.02,21.85,327.21
120,1.64,1.06,0.49,8.07,16.26,263.32,21.79,328.28
130,1.64,0.9,0.49,8.06,16.27,262.76,21.76,328.79
140,1.64,0.74,0.5,8.05,16.24,261.99,21.73,328.99
150,1.64,0.57,0.5,8.04,16.26,261.38,21.68,328.28
160,1.64,0.38,0.5,8.02,16.28,260.94,21.6,328.12
170,1.64,0.21,0.5,8.01,16.29,261.11,21.53,327.69
180,1.64,0.01,0.5,8.0,16.31,261.56,21.43,327.32
