t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.86,0.3,0.46,6.59,17.5,230.02,16.69,269.19
-170,0.86,0.48,0.45,6.6,17.55,230.61,16.68,268.74
-160,0.86,0.65,0.46,6.63,17.58,230.84,16.73,268.06
-150,0.86,0.82,0.46,6.65,17.64,230.91,16.77,267.47
-140,0.86,0.98,0.45,6.65,17.72,230.52,16.79,268.09
-130,0.86,1.13,0.46,6.66,17.82,230.19,16.74,268.21
-120,0.86,1.29,0.46,6.68,17.96,230.41,16.71,268.52
-110,0.86,1.41,0.45,6.69,18.07,230.41,16.73,268.44
-100,0.86,1.55,0.46,6.71,18.21,231.1,16.7,269.29
-90,0.86,1.67,0.46,6.72,18.36,231.47,16.69,269.37
-80,0.86,1.77,0.46,6.74,18.53,232.03,16.73,269.69
-70,0.86,1.87,0.46,6.75,18.68,232.44,16.74,269.68
-60,0.86,1.96,0.46,6.75,18.81,232.74,16.69,270.1
-50,0.86,2.03,0.46,6.77,18.92,233.31,16.61,270.91
-40,0.86,2.1,0.46,6.78,19.01,233.63,16.57,271.84
-30,0.86,2.14,0.46,6.79,19.07,234.16,16.51,273.16
-20,0.86,2.17,0.46,6.79,19.11,234.64,16.48,274.33
-10,0.86,2.2,0.46,6.8,19.07,235.34,16.5,276.14
0,0.86,2.21,0.47,6.81,19.06,235.85,16.55,278.13
10,0.86,2.19,0.47,6.81,19.06,236.21,16.62,280.06
20,0.86,2.18,0.47,6.81,19.1,236.96,16.68,281.63
30,0.86,2.13,0.48,6.83,19.1,237.66,16.69,283.41
40,0.86,2.09,0.48,6.83,19.12,238.26,16.7,286.07
50,0.86,2.02,0.48,6.85,19.18,238.7,16.73,289.45
60,0.86,1.94,0.48,6.85,19.25,239.34,16.78,293.07
70,0.86,1.85,0.49,6.85,19.29,240.27,16.85,297.35
80,0.86,1.73,0.48,6.86,19.37,240.83,16.9,301.25
90,0.86,1.61,0.48,6.87,19.5,241.59,16.97,304.5
100,0.86,1.47,0.48,6.88,19.61,242.33,17.05,306.87
110,0.86,1.32,0.49,6.89,19.71,243.25,17.04,308.76
120,0.86,1.16,0.49,6.89,19.81,243.91,17.03,310.17
130,0.86,0.99,0.5,6.9,19.91,244.52,17.0,311.25
140,0.86,0.81,0.5,6.9,19.95,244.93,16.94,311.75
150,0.86,0.63,0.5,6.9,20.0,245.45,16.92,312.71
160,0.86,0.43,0.51,6.9,20.04,245.58,16.89,313.81
170,0.86,0.23,0.51,6.91,20.09,246.14,16.84,314.42
180,0.86,0.03,0.51,6.91,20.14,246.59,16.77,315.89
