t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.91,0.16,0.42,5.2,10.72,287.0,27.86,244.68
-170,0.91,0.36,0.43,5.26,10.81,288.4,27.9,247.12
-160,0.91,0.56,0.44,5.33,10.92,289.8,27.94,249.54
-150,0.91,0.76,0.46,5.4,11.02,291.2,27.97,251.98
-140,0.91,0.95,0.47,5.46,11.11,292.6,28.01,254.4
-130,0.91,1.14,0.5,5.53,11.22,294.0,28.04,256.84
-120,0.91,1.31,0.53,5.6,11.3,293.4,27.79,259.91
-110,0.91,1.47,0.54,5.66,11.4,292.8,27.54,262.98
-100,0.91,1.62,0.54,5.74,11.48,292.2,27.29,266.06
-90,0.91,1.76,0.54,5.8,11.58,291.6,27.04,269.14
-80,0.91,1.89,0.55,5.87,11.68,291.0,26.78,272.21
-70,0.91,2.0,0.58,5.93,11.76,290.4,26.53,275.28
-60,0.91,2.1,0.58,6.0,11.98,293.2,25.99,281.47
-50,0.91,2.18,0.56,6.06,12.19,296.0,25.44,287.66
-40,0.91,2.25,0.56,6.12,12.41,298.8,24.9,293.84
-30,0.91,2.3,0.58,6.18,12.61,301.6,24.35,300.04
-20,0.91,2.34,0.59,6.24,12.83,304.4,23.81,306.23
-10,0.91,2.36,0.61,6.3,13.04,307.2,23.26,312.42
0,0.91,2.36,0.64,6.35,13.14,307.0,22.55,314.64
10,0.91,2.36,0.66,6.4,13.24,306.8,21.84,316.86
20,0.91,2.33,0.68,6.46,13.34,306.6,21.12,319.08
30,0.91,2.29,0.7,6.5,13.44,306.4,20.41,321.3
40,0.91,2.24,0.71,6.55,13.54,306.2,19.7,323.52
50,0.91,2.17,0.71,6.6,13.63,306.0,19.0,325.74
60,0.91,2.09,0.71,6.65,13.74,306.6,19.13,325.06
70,0.91,1.99,0.7,6.7,13.85,307.2,19.26,324.37
80,0.91,1.89,0.67,6.74,13.96,307.8,19.39,323.68
90,0.91,1.77,0.66,6.79,14.06,308.4,19.52,322.99
100,0.91,1.63,0.65,6.83,14.17,309.0,19.66,322.31
110,0.91,1.49,0.66,6.88,14.28,309.6,19.79,321.62
120,0.91,1.33,0.66,6.92,14.34,309.4,19.61,322.4
130,0.91,1.17,0.65,6.96,14.4,309.2,19.43,323.18
140,0.91,1.0,0.65,7.01,14.46,309.0,19.24,323.96
150,0.91,0.82,0.65,7.06,14.52,308.8,19.06,324.73
160,0.91,0.63,0.65,7.09,14.58,308.6,18.88,325.51
170,0.91,0.44,0.65,7.14,14.64,308.4,18.7,326.29
180,0.91,0.24,0.65,7.18,14.66,308.2,18.61,325.5
