t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.94,0.07,0.04,3.38,9.63,266.73,9.5,250.51
-170,1.94,0.25,0.04,3.37,9.61,266.13,9.49,251.92
-160,1.94,0.43,0.04,3.38,9.55,265.34,9.45,253.92
-150,1.94,0.61,0.04,3.38,9.53,264.15,9.37,256.13
-140,1.94,0.79,0.04,3.39,9.5,263.05,9.26,256.49
-130,1.94,0.95,0.04,3.39,9.5,262.42,9.16,257.01
-120,1.94,1.1,0.04,3.4,9.5,261.59,9.08,258.01
-110,1.94,1.25,0.04,3.41,9.49,260.92,8.98,258.81
-100,1.94,1.38,0.04,3.42,9.42,260.25,8.91,260.45
-90,1.94,1.51,0.04,3.42,9.3,259.81,8.85,262.15
-80,1.94,1.62,0.04,3.42,9.2,259.25,8.8,264.03
-70,1.94,1.71,0.04,3.43,9.1,258.73,8.79,265.39
-60,1.94,1.8,0.04,3.44,9.02,258.53,8.77,266.93
-50,1.94,1.87,0.04,3.45,8.94,258.06,8.77,268.26
-40,1.94,1.93,0.04,3.46,8.94,257.55,8.77,268.42
-30,1.94,1.98,0.04,3.46,8.97,256.8,8.77,268.53
-20,1.94,2.02,0.04,3.47,9.02,255.94,8.75,268.58
-10,1.94,2.04,0.04,3.48,9.07,254.88,8.75,268.82
0,1.94,2.05,0.05,3.48,9.13,253.36,8.76,269.77
10,1.94,2.05,0.05,3.48,9.18,252.04,8.75,270.91
20,1.94,2.03,0.05,3.49,9.22,250.9,8.75,272.57
30,1.94,2.0,0.05,3.49,9.28,249.8,8.76,274.19
40,1.94,1.96,0.05,3.49,9.33,248.43,8.79,276.32
50,1.94,1.91,0.05,3.49,9.38,247.31,8.82,278.49
60,1.94,1.85,0.05,3.5,9.42,246.34,8.89,279.78
70,1.94,1.77,0.05,3.5,9.43,245.14,8.98,280.25
80,1.94,1.69,0.05,3.5,9.48,243.89,9.05,281.34
90,1.94,1.59,0.05,3.5,9.49,242.32,9.1,281.86
100,1.94,1.48,0.05,3.51,9.49,241.08,9.12,282.74
110,1.94,1.36,0.06,3.51,9.49,239.72,9.1,283.64
120,1.94,1.24,0.05,3.52,9.48,238.23,9.09,284.59
130,1.94,1.1,0.05,3.53,9.5,237.13,9.05,285.68
140,1.94,0.96,0.05,3.53,9.49,236.04,8.98,286.15
150,1.94,0.81,0.05,3.53,9.47,234.82,8.91,286.43
160,1.94,0.65,0.05,3.54,9.48,233.7,8.85,284.86
170,1.94,0.48,0.05,3.54,9.5,232.83,8.78,283.14
180,1.94,0.32,0.05,3.54,9.55,231.96,8.72,281.76
