t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.51,0.16,0.2,2.98,7.58,209.4,8.12,194.92
-170,0.51,0.24,0.2,3.0,7.66,211.56,7.93,195.12
-160,0.51,0.31,0.21,3.03,7.82,214.72,8.06,195.76
-150,0.51,0.38,0.21,3.06,7.97,217.89,8.18,196.41
-140,0.51,0.45,0.21,3.08,8.12,221.05,8.3,197.05
-130,0.51,0.51,0.21,3.11,8.27,224.22,8.43,197.69
-120,0.51,0.57,0.21,3.14,8.43,227.38,8.55,198.34
-110,0.51,0.62,0.22,3.17,8.58,230.54,8.67,198.98
-100,0.51,0.67,0.22,3.19,8.85,234.13,9.05,197.85
-90,0.51,0.72,0.22,3.21,9.12,237.71,9.43,196.73
-80,0.51,0.76,0.22,3.23,9.39,241.29,9.81,195.61
-70,0.51,0.8,0.22,3.26,9.66,244.87,10.19,194.48
-60,0.51,0.83,0.22,3.28,9.93,248.46,10.57,193.36
-50,0.51,0.86,0.22,3.3,10.2,252.04,10.95,192.23
-40,0.51,0.88,0.22,3.32,10.21,251.45,11.26,192.37
-30,0.51,0.9,0.22,3.34,10.22,250.87,11.57,192.5
-20,0.51,0.91,0.22,3.36,10.23,250.28,11.88,192.63
-10,0.51,0.92,0.23,3.37,10.25,249.7,12.2,192.76
0,0.51,0.92,0.23,3.39,10.26,249.11,12.51,192.9
10,0.51,0.92,0.23,3.41,10.27,248.53,12.82,193.03
20,0.51,0.9,0.23,3.44,10.27,248.03,12.9,193.59
30,0.51,0.89,0.24,3.46,10.27,247.53,12.98,194.15
40,0.51,0.87,0.24,3.49,10.27,247.03,13.07,194.72
50,0.51,0.84,0.24,3.52,10.27,246.53,13.15,195.28
60,0.51,0.8,0.24,3.55,10.27,246.03,13.23,195.84
70,0.51,0.76,0.24,3.57,10.27,245.53,13.31,196.41
80,0.51,0.72,0.24,3.61,10.24,244.87,13.23,196.97
90,0.51,0.66,0.24,3.64,10.21,244.2,13.15,197.54
100,0.51,0.61,0.24,3.67,10.19,243.53,13.06,198.1
110,0.51,0.54,0.24,3.7,10.16,242.87,12.98,198.66
120,0.51,0.47,0.24,3.74,10.13,242.2,12.9,199.23
130,0.51,0.4,0.24,3.77,10.1,241.54,12.82,199.79
140,0.51,0.32,0.24,3.79,9.86,235.54,12.68,200.24
150,0.51,0.23,0.24,3.81,9.63,229.55,12.55,200.68
160,0.51,0.15,0.24,3.83,9.4,223.55,12.41,201.13
170,0.51,0.06,0.24,3.85,9.16,217.56,12.28,201.57
180,0.51,-0.04,0.24,3.87,8.93,211.56,12.15,202.02
