t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.599,0.29,0.24,4.82,16.0,251.29,8.1,160.83
-170,0.599,0.46,0.24,4.81,15.99,251.29,7.9,162.08
-160,0.599,0.62,0.24,4.8,15.97,251.29,7.69,163.33
-150,0.599,0.78,0.23,4.79,15.96,251.29,7.48,164.57
-140,0.599,0.93,0.23,4.78,15.94,251.29,7.28,165.82
-130,0.599,1.07,0.24,4.77,15.93,251.29,7.07,164.33
-120,0.599,1.2,0.24,4.76,15.91,251.29,6.87,162.85
-110,0.599,1.33,0.24,4.76,15.9,251.29,6.66,161.36
-100,0.599,1.44,0.25,4.75,15.88,251.29,6.45,159.88
-90,0.599,1.55,0.25,4.74,15.87,251.29,6.25,158.39
-80,0.599,1.64,0.26,4.73,15.85,251.29,6.04,156.91
-70,0.599,1.73,0.26,4.72,15.84,251.29,6.17,154.47
-60,0.599,1.8,0.26,4.71,15.82,251.29,6.3,152.03
-50,0.599,1.86,0.26,4.7,15.81,251.29,6.42,149.59
-40,0.599,1.91,0.27,4.69,15.79,251.29,6.55,147.15
-30,0.599,1.95,0.27,4.68,15.78,251.29,6.67,144.72
-20,0.599,1.97,0.27,4.67,15.76,251.29,6.8,142.28
-10,0.599,1.99,0.27,4.67,15.75,251.29,6.6,139.84
0,0.599,1.99,0.28,4.66,15.73,251.29,6.4,137.4
10,0.599,1.97,0.28,4.65,15.72,251.29,6.2,134.96
20,0.599,1.95,0.28,4.64,15.7,251.29,6.0,132.52
30,0.599,1.9,0.28,4.63,15.69,251.29,5.79,130.09
40,0.599,1.85,0.28,4.62,15.67,251.29,5.59,127.65
50,0.599,1.78,0.29,4.61,15.66,251.29,5.16,154.21
60,0.599,1.7,0.29,4.6,15.64,251.29,4.73,180.77
70,0.599,1.61,0.29,4.59,15.63,251.29,4.3,207.33
80,0.599,1.51,0.29,4.58,15.61,251.29,3.87,233.9
90,0.599,1.39,0.3,4.58,15.6,251.29,3.44,260.46
100,0.599,1.26,0.3,4.57,15.58,251.29,3.01,287.02
110,0.599,1.13,0.3,4.56,15.57,251.29,3.95,281.85
120,0.599,0.98,0.3,4.55,15.55,251.29,4.88,276.68
130,0.599,0.82,0.3,4.54,15.54,251.29,5.82,271.51
140,0.599,0.66,0.31,4.53,15.52,251.29,6.75,266.35
150,0.599,0.49,0.31,4.52,15.51,251.29,7.69,261.18
160,0.599,0.31,0.31,4.51,15.49,251.29,8.62,256.01
170,0.599,0.13,0.31,4.51,15.48,251.38,9.73,256.85
180,0.599,-0.05,0.32,4.5,15.47,251.47,10.83,257.69
