t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.495,0.26,0.35,3.71,12.52,258.73,11.8,225.26
-170,0.495,0.46,0.35,3.7,12.49,258.7,11.73,225.24
-160,0.495,0.65,0.35,3.7,12.46,258.67,11.65,225.23
-150,0.495,0.84,0.35,3.69,12.43,258.64,11.57,225.21
-140,0.495,1.02,0.35,3.68,12.4,258.61,11.5,225.19
-130,0.495,1.19,0.35,3.68,12.37,258.59,11.42,225.18
-120,0.495,1.35,0.35,3.67,12.34,258.56,11.27,224.34
-110,0.495,1.5,0.36,3.67,12.31,258.53,11.12,223.51
-100,0.495,1.64,0.36,3.66,12.28,258.5,10.96,222.68
-90,0.495,1.77,0.36,3.66,12.25,258.47,10.81,221.84
-80,0.495,1.88,0.36,3.65,12.22,258.45,10.66,221.01
-70,0.495,1.98,0.36,3.65,12.19,258.42,10.51,220.18
-60,0.495,2.07,0.36,3.64,12.16,258.39,10.5,219.24
-50,0.495,2.14,0.36,3.63,12.13,258.36,10.48,218.31
-40,0.495,2.2,0.36,3.63,12.1,258.33,10.47,217.37
-30,0.495,2.24,0.36,3.62,12.08,258.31,10.46,216.44
-20,0.495,2.27,0.35,3.62,12.05,258.28,10.45,215.51
-10,0.495,2.28,0.35,3.61,12.02,258.25,10.43,214.57
0,0.495,2.28,0.35,3.61,11.99,258.22,10.42,213.74
10,0.495,2.26,0.36,3.6,11.96,258.19,10.4,212.91
20,0.495,2.23,0.36,3.6,11.93,258.16,10.39,212.08
30,0.495,2.19,0.36,3.59,11.9,258.14,10.38,211.25
40,0.495,2.13,0.36,3.59,11.87,258.11,10.36,210.42
50,0.495,2.06,0.36,3.58,11.84,258.08,10.35,209.59
60,0.495,1.97,0.36,3.57,11.81,258.05,10.4,208.96
70,0.495,1.87,0.36,3.57,11.78,258.02,10.46,208.34
80,0.495,1.76,0.36,3.56,11.75,258.0,10.51,207.72
90,0.495,1.63,0.36,3.56,11.72,257.97,10.56,207.09
100,0.495,1.5,0.36,3.55,11.69,257.94,10.61,206.47
110,0.495,1.35,0.36,3.55,11.66,257.91,10.67,205.84
120,0.495,1.19,0.36,3.54,11.63,257.88,10.34,207.31
130,0.495,1.03,0.36,3.54,11.6,257.85,10.02,208.77
140,0.495,0.86,0.36,3.53,11.57,257.83,9.69,210.23
150,0.495,0.68,0.36,3.52,11.54,257.8,9.36,211.69
160,0.495,0.49,0.36,3.52,11.51,257.77,9.04,213.16
170,0.495,0.3,0.36,3.51,11.48,257.74,8.71,214.62
180,0.495,0.11,0.36,3.51,11.47,257.5,8.78,214.54
