t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.27,0.0,0.19,3.61,10.85,247.62,13.08,200.84
-170,1.27,0.18,0.19,3.61,10.76,248.53,13.05,199.96
-160,1.27,0.35,0.19,3.6,10.67,249.39,13.03,199.22
-150,1.27,0.51,0.19,3.6,10.58,250.16,13.02,199.57
-140,1.27,0.67,0.19,3.6,10.51,250.64,13.03,199.34
-130,1.27,0.82,0.19,3.6,10.43,251.2,13.01,199.05
-120,1.27,0.97,0.19,3.59,10.38,251.57,13.04,198.34
-110,1.27,1.1,0.19,3.58,10.3,251.98,13.1,197.61
-100,1.27,1.22,0.19,3.59,10.26,252.21,13.2,197.25
-90,1.27,1.34,0.2,3.58,10.25,252.78,13.28,197.1
-80,1.27,1.44,0.2,3.58,10.23,253.53,13.36,196.98
-70,1.27,1.53,0.2,3.57,10.24,254.21,13.48,196.44
-60,1.27,1.61,0.21,3.57,10.22,254.73,13.58,196.63
-50,1.27,1.68,0.21,3.56,10.2,255.61,13.68,196.9
-40,1.27,1.73,0.21,3.56,10.18,256.22,13.85,196.7
-30,1.27,1.76,0.21,3.56,10.13,256.23,13.98,197.16
-20,1.27,1.8,0.21,3.56,10.11,256.38,14.09,197.8
-10,1.27,1.82,0.21,3.55,10.07,256.71,14.2,199.12
0,1.27,1.82,0.21,3.54,10.03,257.0,14.31,200.4
10,1.27,1.81,0.21,3.54,10.02,256.92,14.43,201.76
20,1.27,1.8,0.21,3.54,9.97,256.86,14.52,201.81
30,1.27,1.77,0.21,3.53,9.98,257.04,14.59,201.46
40,1.27,1.72,0.2,3.52,9.95,256.9,14.69,201.0
50,1.27,1.67,0.2,3.52,9.99,256.59,14.77,200.96
60,1.27,1.61,0.21,3.51,10.01,256.38,14.84,201.34
70,1.27,1.55,0.21,3.5,10.03,255.88,14.92,200.93
80,1.27,1.47,0.21,3.5,10.05,255.88,14.99,200.67
90,1.27,1.38,0.21,3.49,10.05,255.53,15.05,200.02
100,1.27,1.3,0.21,3.49,10.07,255.16,15.14,199.88
110,1.27,1.19,0.21,3.48,10.12,255.07,15.22,199.88
120,1.27,1.08,0.21,3.48,10.15,255.15,15.3,200.26
130,1.27,0.96,0.2,3.47,10.16,255.52,15.4,201.07
140,1.27,0.84,0.2,3.47,10.21,255.53,15.48,201.99
150,1.27,0.72,0.2,3.47,10.25,255.82,15.54,202.96
160,1.27,0.59,0.2,3.46,10.26,255.78,15.52,203.28
170,1.27,0.44,0.2,3.46,10.24,255.5,15.52,202.45
180,1.27,0.3,0.2,3.46,10.25,255.1,15.46,200.94
