t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.78,0.16,0.18,4.95,13.78,259.79,12.41,246.8
-170,0.78,0.39,0.17,4.95,13.88,260.16,12.47,247.51
-160,0.78,0.62,0.17,4.94,13.93,260.15,12.54,247.37
-150,0.78,0.84,0.17,4.94,14.0,260.25,12.61,246.88
-140,0.78,1.05,0.17,4.94,14.08,260.04,12.64,246.08
-130,0.78,1.25,0.16,4.93,14.1,259.35,12.65,246.0
-120,0.78,1.44,0.17,4.93,14.12,258.59,12.67,245.54
-110,0.78,1.61,0.17,4.93,14.11,258.05,12.66,245.22
-100,0.78,1.77,0.17,4.92,14.11,257.95,12.65,245.36
-90,0.78,1.93,0.17,4.91,14.05,257.88,12.62,246.49
-80,0.78,2.05,0.16,4.9,14.03,258.33,12.59,247.12
-70,0.78,2.17,0.16,4.89,14.06,258.69,12.58,247.01
-60,0.78,2.27,0.16,4.89,14.08,259.15,12.6,246.16
-50,0.78,2.36,0.15,4.88,14.09,259.75,12.59,245.09
-40,0.78,2.43,0.15,4.87,14.08,260.15,12.59,244.62
-30,0.78,2.49,0.15,4.86,14.1,260.3,12.62,243.87
-20,0.78,2.52,0.15,4.86,14.11,260.48,12.66,244.13
-10,0.78,2.55,0.15,4.85,14.13,260.36,12.74,244.06
0,0.78,2.56,0.15,4.84,14.19,260.2,12.83,244.64
10,0.78,2.55,0.15,4.83,14.26,259.92,12.91,245.24
20,0.78,2.53,0.16,4.83,14.36,260.25,13.0,246.16
30,0.78,2.49,0.15,4.81,14.46,260.84,13.12,247.45
40,0.78,2.44,0.15,4.8,14.57,261.14,13.25,247.97
50,0.78,2.37,0.14,4.8,14.64,262.03,13.34,248.05
60,0.78,2.29,0.14,4.78,14.67,262.85,13.4,248.83
70,0.78,2.2,0.14,4.77,14.71,263.6,13.45,250.16
80,0.78,2.09,0.14,4.76,14.74,264.28,13.54,250.52
90,0.78,1.97,0.14,4.75,14.79,264.97,13.61,250.12
100,0.78,1.82,0.13,4.73,14.82,265.46,13.67,250.09
110,0.78,1.68,0.13,4.72,14.85,266.05,13.71,251.4
120,0.78,1.52,0.13,4.7,14.86,266.65,13.78,252.03
130,0.78,1.34,0.14,4.7,14.84,267.27,13.82,252.52
140,0.78,1.16,0.14,4.69,14.77,268.03,13.78,252.42
150,0.78,0.96,0.14,4.67,14.66,268.5,13.77,253.08
160,0.78,0.77,0.14,4.66,14.55,268.85,13.72,252.99
170,0.78,0.56,0.14,4.65,14.45,269.2,13.63,252.46
180,0.78,0.34,0.14,4.64,14.35,269.44,13.51,251.74
