t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.36,0.2,0.53,5.28,10.29,245.5,15.1,196.36
-170,1.36,0.41,0.53,5.3,10.25,246.17,15.06,197.8
-160,1.36,0.62,0.52,5.32,10.18,247.01,14.99,198.96
-150,1.36,0.83,0.52,5.34,10.14,247.11,14.94,200.41
-140,1.36,1.01,0.52,5.36,10.12,247.25,14.89,200.63
-130,1.36,1.2,0.52,5.37,10.08,247.01,14.86,199.88
-120,1.36,1.38,0.52,5.39,10.09,246.69,14.86,199.26
-110,1.36,1.54,0.52,5.41,10.09,246.41,14.87,198.49
-100,1.36,1.69,0.52,5.43,10.11,246.47,14.85,198.59
-90,1.36,1.82,0.52,5.44,10.11,247.21,14.86,197.72
-80,1.36,1.95,0.52,5.46,10.09,247.57,14.89,197.55
-70,1.36,2.06,0.51,5.48,10.06,248.51,14.91,197.16
-60,1.36,2.16,0.51,5.5,10.01,249.89,14.89,196.76
-50,1.36,2.23,0.52,5.51,9.93,251.03,14.84,197.01
-40,1.36,2.3,0.51,5.52,9.86,252.26,14.82,197.45
-30,1.36,2.35,0.51,5.53,9.8,253.37,14.8,198.29
-20,1.36,2.39,0.5,5.54,9.77,254.56,14.83,199.52
-10,1.36,2.41,0.5,5.56,9.72,255.32,14.91,200.71
0,1.36,2.42,0.5,5.57,9.7,255.74,14.96,202.0
10,1.36,2.41,0.5,5.59,9.71,256.3,14.98,202.62
20,1.36,2.39,0.5,5.6,9.72,257.06,15.0,202.64
30,1.36,2.35,0.5,5.61,9.72,257.32,15.05,202.26
40,1.36,2.3,0.5,5.62,9.7,257.68,15.05,201.94
50,1.36,2.23,0.5,5.63,9.69,258.15,15.04,201.7
60,1.36,2.15,0.5,5.64,9.72,258.43,15.07,200.07
70,1.36,2.06,0.49,5.66,9.73,258.4,15.11,198.57
80,1.36,1.95,0.48,5.67,9.75,257.91,15.08,197.43
90,1.36,1.83,0.48,5.69,9.82,257.19,15.07,197.05
100,1.36,1.69,0.48,5.7,9.9,256.87,15.11,195.64
110,1.36,1.54,0.48,5.72,10.0,256.65,15.11,193.74
120,1.36,1.39,0.48,5.73,10.06,256.27,15.13,191.9
130,1.36,1.22,0.48,5.74,10.11,255.73,15.13,190.4
140,1.36,1.04,0.48,5.76,10.14,255.71,15.19,189.19
150,1.36,0.85,0.47,5.77,10.13,255.49,15.26,188.54
160,1.36,0.66,0.47,5.78,10.12,255.26,15.3,187.97
170,1.36,0.46,0.47,5.79,10.11,255.08,15.3,187.72
180,1.36,0.24,0.47,5.8,10.13,255.43,15.25,188.1
