t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.47,0.09,-0.11,0.88,9.24,269.35,2.13,8.83
-170,0.47,0.22,-0.11,0.88,9.23,269.37,2.22,10.3
-160,0.47,0.34,-0.11,0.88,9.23,269.39,2.3,11.77
-150,0.47,0.46,-0.11,0.88,9.22,269.41,2.39,13.24
-140,0.47,0.57,-0.11,0.88,9.22,269.44,2.48,14.71
-130,0.47,0.68,-0.11,0.88,9.21,269.41,2.57,13.27
-120,0.47,0.79,-0.1,0.88,9.21,269.39,2.66,11.83
-110,0.47,0.88,-0.1,0.88,9.2,269.37,2.75,10.39
-100,0.47,0.97,-0.1,0.88,9.2,269.35,2.85,8.95
-90,0.47,1.05,-0.1,0.88,9.2,269.33,2.94,7.51
-80,0.47,1.12,-0.1,0.89,9.19,269.31,3.03,6.07
-70,0.47,1.18,-0.1,0.89,9.19,269.29,3.17,5.82
-60,0.47,1.24,-0.1,0.89,9.18,269.27,3.31,5.58
-50,0.47,1.28,-0.1,0.89,9.18,269.25,3.45,5.33
-40,0.47,1.32,-0.1,0.89,9.18,269.23,3.59,5.08
-30,0.47,1.35,-0.1,0.89,9.17,269.21,3.73,4.84
-20,0.47,1.37,-0.1,0.9,9.17,269.19,3.87,4.59
-10,0.47,1.38,-0.09,0.9,9.17,269.17,4.04,5.68
0,0.47,1.39,-0.09,0.9,9.16,269.15,4.21,6.77
10,0.47,1.38,-0.09,0.9,9.16,269.13,4.37,7.86
20,0.47,1.37,-0.09,0.9,9.15,269.11,4.54,8.95
30,0.47,1.35,-0.09,0.9,9.15,269.09,4.71,10.04
40,0.47,1.33,-0.09,0.91,9.15,269.07,4.87,11.13
50,0.47,1.29,-0.09,0.91,9.14,269.05,5.02,11.99
60,0.47,1.25,-0.09,0.91,9.14,269.02,5.17,12.86
70,0.47,1.2,-0.09,0.91,9.14,269.0,5.32,13.73
80,0.47,1.15,-0.09,0.91,9.13,268.98,5.47,14.59
90,0.47,1.09,-0.09,0.92,9.13,268.96,5.61,15.46
100,0.47,1.02,-0.09,0.92,9.12,268.94,5.76,16.33
110,0.47,0.95,-0.09,0.92,9.12,268.92,5.9,17.05
120,0.47,0.87,-0.09,0.92,9.12,268.9,6.03,17.77
130,0.47,0.78,-0.09,0.92,9.11,268.88,6.17,18.5
140,0.47,0.69,-0.09,0.92,9.11,268.86,6.3,19.22
150,0.47,0.6,-0.09,0.93,9.1,268.84,6.44,19.94
160,0.47,0.5,-0.09,0.93,9.1,268.82,6.57,20.67
170,0.47,0.39,-0.09,0.93,9.1,268.8,6.6,20.2
180,0.47,0.28,-0.09,0.93,9.09,268.78,6.62,19.73
