t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.94,0.07,0.04,5.06,14.45,296.73,14.24,280.51
-170,1.94,0.25,0.04,5.05,14.41,296.13,14.23,281.92
-160,1.94,0.43,0.04,5.06,14.33,295.34,14.17,283.92
-150,1.94,0.61,0.04,5.08,14.29,294.15,14.05,286.13
-140,1.94,0.79,0.04,5.09,14.26,293.05,13.9,286.49
-130,1.94,0.95,0.04,5.09,14.26,292.42,13.74,287.01
-120,1.94,1.1,0.04,5.1,14.24,291.59,13.62,288.01
-110,1.94,1.25,0.04,5.11,14.23,290.92,13.48,288.81
-100,1.94,1.38,0.04,5.12,14.12,290.25,13.37,290.45
-90,1.94,1.51,0.04,5.14,13.96,289.81,13.27,292.15
-80,1.94,1.62,0.04,5.14,13.8,289.25,13.2,294.03
-70,1.94,1.71,0.04,5.15,13.66,288.73,13.19,295.39
-60,1.94,1.8,0.04,5.16,13.52,288.53,13.15,296.93
-50,1.94,1.87,0.04,5.17,13.42,288.06,13.15,298.26
-40,1.94,1.93,0.04,5.18,13.4,287.55,13.15,298.42
-30,1.94,1.98,0.04,5.2,13.45,286.8,13.15,298.53
-20,1.94,2.02,0.04,5.21,13.54,285.94,13.13,298.58
-10,1.94,2.04,0.04,5.22,13.61,284.88,13.13,298.82
0,1.94,2.05,0.05,5.22,13.69,283.36,13.14,299.77
10,1.94,2.05,0.05,5.22,13.78,282.04,13.13,300.91
20,1.94,2.03,0.05,5.23,13.84,280.9,13.13,302.57
30,1.94,2.0,0.05,5.23,13.92,279.8,13.14,304.19
40,1.94,1.96,0.05,5.23,13.99,278.43,13.19,306.32
50,1.94,1.91,0.05,5.23,14.08,277.31,13.24,308.49
60,1.94,1.85,0.05,5.24,14.14,276.34,13.33,309.78
70,1.94,1.77,0.05,5.24,14.15,275.14,13.46,310.25
80,1.94,1.69,0.05,5.26,14.22,273.89,13.57,311.34
90,1.94,1.59,0.05,5.26,14.23,272.32,13.64,311.86
100,1.94,1.48,0.05,5.27,14.23,271.08,13.68,312.74
110,1.94,1.36,0.06,5.27,14.23,269.72,13.66,313.64
120,1.94,1.24,0.05,5.28,14.22,268.23,13.63,314.59
130,1.94,1.1,0.05,5.29,14.24,267.13,13.57,315.68
140,1.94,0.96,0.05,5.29,14.23,266.04,13.48,316.15
150,1.94,0.81,0.05,5.29,14.21,264.82,13.37,316.43
160,1.94,0.65,0.05,5.3,14.22,263.7,13.27,314.86
170,1.94,0.48,0.05,5.32,14.24,262.83,13.18,313.14
180,1.94,0.32,0.05,5.32,14.33,261.96,13.08,311.76
