t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.68,0.09,0.26,3.35,9.99,251.12,1.86,159.46
-170,0.68,0.26,0.25,3.35,9.94,251.74,1.8,158.96
-160,0.68,0.43,0.25,3.36,9.95,252.39,1.73,158.77
-150,0.68,0.6,0.25,3.37,9.9,252.8,1.66,158.46
-140,0.68,0.76,0.25,3.36,9.87,253.4,1.59,157.35
-130,0.68,0.92,0.25,3.38,9.84,254.12,1.54,155.31
-120,0.68,1.06,0.25,3.38,9.76,254.34,1.5,153.75
-110,0.68,1.19,0.25,3.39,9.72,254.83,1.48,151.05
-100,0.68,1.32,0.25,3.39,9.62,255.43,1.47,148.08
-90,0.68,1.44,0.26,3.4,9.57,256.16,1.46,145.41
-80,0.68,1.53,0.25,3.4,9.5,256.87,1.48,143.15
-70,0.68,1.63,0.26,3.4,9.42,257.51,1.48,141.2
-60,0.68,1.71,0.26,3.4,9.39,258.45,1.46,138.54
-50,0.68,1.78,0.26,3.41,9.33,259.13,1.49,135.73
-40,0.68,1.84,0.26,3.41,9.26,259.56,1.57,133.0
-30,0.68,1.88,0.26,3.41,9.23,260.02,1.65,131.61
-20,0.68,1.92,0.26,3.42,9.19,260.13,1.73,129.99
-10,0.68,1.94,0.26,3.42,9.16,260.13,1.81,128.43
0,0.68,1.95,0.26,3.42,9.15,260.19,1.88,128.29
10,0.68,1.95,0.26,3.42,9.13,259.9,1.93,126.94
20,0.68,1.93,0.26,3.42,9.13,259.76,1.94,126.18
30,0.68,1.9,0.26,3.42,9.11,259.74,1.95,124.48
40,0.68,1.86,0.27,3.42,9.09,260.07,1.94,122.57
50,0.68,1.81,0.27,3.42,9.11,260.14,1.89,120.34
60,0.68,1.75,0.26,3.42,9.07,259.84,1.8,117.73
70,0.68,1.67,0.26,3.42,9.07,259.59,1.69,115.55
80,0.68,1.59,0.26,3.43,9.05,259.38,1.61,113.06
90,0.68,1.49,0.26,3.43,8.99,259.17,1.55,110.27
100,0.68,1.4,0.26,3.44,8.97,258.98,1.46,107.28
110,0.68,1.28,0.27,3.44,8.91,259.07,1.43,104.69
120,0.68,1.15,0.27,3.45,8.86,259.23,1.38,101.82
130,0.68,1.02,0.27,3.45,8.83,259.41,1.36,99.71
140,0.68,0.88,0.27,3.46,8.82,259.49,1.34,98.06
150,0.68,0.74,0.27,3.46,8.83,259.14,1.36,97.05
160,0.68,0.59,0.27,3.46,8.84,258.85,1.41,95.89
170,0.68,0.42,0.27,3.47,8.83,257.96,1.46,95.01
180,0.68,0.26,0.27,3.48,8.82,257.06,1.59,94.07
