t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.94,0.07,0.04,4.22,12.04,281.73,11.87,265.51
-170,1.94,0.25,0.04,4.21,12.01,281.13,11.86,266.92
-160,1.94,0.43,0.04,4.22,11.94,280.34,11.81,268.92
-150,1.94,0.61,0.04,4.23,11.91,279.15,11.71,271.13
-140,1.94,0.79,0.04,4.24,11.88,278.05,11.58,271.49
-130,1.94,0.95,0.04,4.24,11.88,277.42,11.45,272.01
-120,1.94,1.1,0.04,4.25,11.87,276.59,11.35,273.01
-110,1.94,1.25,0.04,4.26,11.86,275.92,11.23,273.81
-100,1.94,1.38,0.04,4.27,11.77,275.25,11.14,275.45
-90,1.94,1.51,0.04,4.28,11.63,274.81,11.06,277.15
-80,1.94,1.62,0.04,4.28,11.5,274.25,11.0,279.03
-70,1.94,1.71,0.04,4.29,11.38,273.73,10.99,280.39
-60,1.94,1.8,0.04,4.3,11.27,273.53,10.96,281.93
-50,1.94,1.87,0.04,4.31,11.18,273.06,10.96,283.26
-40,1.94,1.93,0.04,4.32,11.17,272.55,10.96,283.42
-30,1.94,1.98,0.04,4.33,11.21,271.8,10.96,283.53
-20,1.94,2.02,0.04,4.34,11.28,270.94,10.94,283.58
-10,1.94,2.04,0.04,4.35,11.34,269.88,10.94,283.82
0,1.94,2.05,0.05,4.35,11.41,268.36,10.95,284.77
10,1.94,2.05,0.05,4.35,11.48,267.04,10.94,285.91
20,1.94,2.03,0.05,4.36,11.53,265.9,10.94,287.57
30,1.94,2.0,0.05,4.36,11.6,264.8,10.95,289.19
40,1.94,1.96,0.05,4.36,11.66,263.43,10.99,291.32
50,1.94,1.91,0.05,4.36,11.73,262.31,11.03,293.49
60,1.94,1.85,0.05,4.37,11.78,261.34,11.11,294.78
70,1.94,1.77,0.05,4.37,11.79,260.14,11.22,295.25
80,1.94,1.69,0.05,4.38,11.85,258.89,11.31,296.34
90,1.94,1.59,0.05,4.38,11.86,257.32,11.37,296.86
100,1.94,1.48,0.05,4.39,11.86,256.08,11.4,297.74
110,1.94,1.36,0.06,4.39,11.86,254.72,11.38,298.64
120,1.94,1.24,0.05,4.4,11.85,253.23,11.36,299.59
130,1.94,1.1,0.05,4.41,11.87,252.13,11.31,300.68
140,1.94,0.96,0.05,4.41,11.86,251.04,11.23,301.15
150,1.94,0.81,0.05,4.41,11.84,249.82,11.14,301.43
160,1.94,0.65,0.05,4.42,11.85,248.7,11.06,299.86
170,1.94,0.48,0.05,4.43,11.87,247.83,10.98,298.14
180,1.94,0.32,0.05,4.43,11.94,246.96,10.9,296.76
