t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.651,0.09,0.52,6.14,14.6,240.66,15.06,213.78
-170,0.651,0.28,0.52,6.17,14.83,240.74,15.09,213.56
-160,0.651,0.46,0.53,6.19,15.07,240.82,15.11,213.33
-150,0.651,0.64,0.53,6.22,15.3,240.89,15.13,213.11
-140,0.651,0.81,0.53,6.25,15.54,240.97,15.16,212.89
-130,0.651,0.98,0.53,6.27,15.77,241.05,15.18,212.66
-120,0.651,1.14,0.53,6.3,16.01,241.12,15.21,212.44
-110,0.651,1.28,0.53,6.32,16.24,241.2,15.23,212.21
-100,0.651,1.42,0.54,6.35,16.48,241.28,15.25,211.99
-90,0.651,1.54,0.54,6.37,16.72,241.35,15.28,211.76
-80,0.651,1.66,0.54,6.4,16.95,241.43,15.3,211.54
-70,0.651,1.76,0.54,6.43,17.19,241.51,15.33,211.31
-60,0.651,1.84,0.54,6.45,17.42,241.58,15.35,211.09
-50,0.651,1.91,0.54,6.48,17.66,241.66,15.37,210.87
-40,0.651,1.97,0.55,6.5,17.89,241.74,15.4,210.64
-30,0.651,2.01,0.55,6.53,18.13,241.81,15.42,210.42
-20,0.651,2.04,0.55,6.56,18.36,241.89,15.45,210.19
-10,0.651,2.06,0.55,6.58,18.6,241.97,15.47,209.97
0,0.651,2.06,0.55,6.61,18.83,242.04,15.49,209.74
10,0.651,2.05,0.55,6.63,19.07,242.12,15.52,209.52
20,0.651,2.02,0.56,6.66,19.3,242.19,15.54,209.3
30,0.651,1.98,0.56,6.68,19.54,242.27,15.57,209.07
40,0.651,1.93,0.56,6.72,19.54,242.22,15.63,210.02
50,0.651,1.87,0.55,6.75,19.54,242.17,15.69,210.97
60,0.651,1.79,0.55,6.79,19.54,242.12,15.74,211.92
70,0.651,1.71,0.55,6.82,19.54,242.07,15.8,212.87
80,0.651,1.61,0.55,6.85,19.54,242.02,15.86,213.82
90,0.651,1.51,0.55,6.89,19.54,241.97,15.92,214.77
100,0.651,1.39,0.55,6.92,19.54,241.91,15.98,215.72
110,0.651,1.27,0.55,6.96,19.54,241.86,16.04,216.67
120,0.651,1.13,0.55,6.99,19.54,241.81,16.1,217.62
130,0.651,0.99,0.54,7.02,19.54,241.76,16.16,218.57
140,0.651,0.85,0.54,7.06,19.54,241.71,16.22,219.52
150,0.651,0.69,0.54,7.09,19.54,241.66,16.28,220.47
160,0.651,0.53,0.54,7.13,19.54,241.61,16.34,221.42
170,0.651,0.37,0.54,7.16,19.54,241.56,16.4,222.37
180,0.651,0.21,0.54,7.19,19.54,241.51,16.45,223.32
