t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.94,-0.1,0.58,6.22,23.43,242.45,20.12,270.99
-170,1.94,0.08,0.58,6.23,23.5,242.44,20.22,270.97
-160,1.94,0.27,0.57,6.26,23.55,242.4,20.28,271.24
-150,1.94,0.44,0.58,6.28,23.63,242.53,20.32,271.17
-140,1.94,0.61,0.58,6.3,23.73,242.76,20.38,271.25
-130,1.94,0.77,0.57,6.32,23.84,242.97,20.42,270.9
-120,1.94,0.94,0.57,6.33,24.01,243.49,20.48,270.77
-110,1.94,1.08,0.57,6.35,24.15,244.4,20.55,269.89
-100,1.94,1.22,0.57,6.37,24.27,245.27,20.62,269.69
-90,1.94,1.35,0.57,6.38,24.38,246.42,20.64,269.99
-80,1.94,1.47,0.57,6.4,24.44,247.67,20.67,270.36
-70,1.94,1.57,0.58,6.41,24.5,248.75,20.68,270.71
-60,1.94,1.67,0.58,6.43,24.49,249.75,20.68,270.62
-50,1.94,1.74,0.58,6.44,24.52,250.16,20.65,271.22
-40,1.94,1.81,0.57,6.46,24.61,250.89,20.64,271.35
-30,1.94,1.87,0.58,6.47,24.7,251.38,20.65,271.77
-20,1.94,1.89,0.57,6.5,24.82,251.58,20.66,272.81
-10,1.94,1.92,0.57,6.5,24.98,252.65,20.7,273.08
0,1.94,1.93,0.56,6.52,25.16,253.55,20.75,273.32
10,1.94,1.93,0.56,6.53,25.35,254.68,20.8,273.66
20,1.94,1.9,0.56,6.54,25.49,255.64,20.82,273.72
30,1.94,1.87,0.56,6.56,25.62,256.22,20.84,274.06
40,1.94,1.83,0.56,6.57,25.74,256.61,20.84,274.66
50,1.94,1.77,0.57,6.58,25.83,256.43,20.86,276.0
60,1.94,1.69,0.57,6.6,25.93,256.61,20.88,277.88
70,1.94,1.62,0.56,6.61,26.04,256.34,20.9,279.15
80,1.94,1.52,0.56,6.62,26.13,255.49,20.87,280.19
90,1.94,1.43,0.56,6.62,26.24,254.52,20.78,280.48
100,1.94,1.32,0.56,6.63,26.35,253.47,20.67,280.78
110,1.94,1.21,0.56,6.65,26.43,252.8,20.53,280.83
120,1.94,1.08,0.56,6.66,26.54,251.7,20.35,279.94
130,1.94,0.95,0.55,6.66,26.59,251.22,20.2,280.17
140,1.94,0.81,0.55,6.67,26.66,251.61,20.07,280.56
150,1.94,0.67,0.55,6.68,26.66,252.27,20.0,281.61
160,1.94,0.52,0.55,6.69,26.64,252.81,19.93,283.01
170,1.94,0.38,0.55,6.69,26.64,252.98,19.89,284.6
180,1.94,0.23,0.55,6.71,26.6,253.17,19.86,287.21
