t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.38,0.15,-0.03,0.51,7.63,268.92,6.11,244.52
-170,0.38,0.3,-0.03,0.52,7.64,268.97,6.12,244.78
-160,0.38,0.45,-0.03,0.52,7.64,269.02,6.13,245.04
-150,0.38,0.6,-0.03,0.53,7.64,269.07,6.15,245.29
-140,0.38,0.74,-0.03,0.53,7.65,269.12,6.16,245.55
-130,0.38,0.88,-0.03,0.54,7.65,269.17,6.18,245.81
-120,0.38,1.0,-0.03,0.54,7.66,269.22,6.19,246.06
-110,0.38,1.12,-0.03,0.55,7.66,269.27,6.2,246.32
-100,0.38,1.23,-0.03,0.55,7.66,269.31,6.22,246.58
-90,0.38,1.33,-0.03,0.56,7.67,269.36,6.23,246.83
-80,0.38,1.42,-0.03,0.56,7.67,269.41,6.24,247.09
-70,0.38,1.5,-0.03,0.57,7.67,269.46,6.26,247.35
-60,0.38,1.57,-0.03,0.57,7.68,269.51,6.27,247.6
-50,0.38,1.63,-0.03,0.58,7.68,269.56,6.28,247.86
-40,0.38,1.67,-0.03,0.58,7.68,269.61,6.3,248.12
-30,0.38,1.71,-0.03,0.59,7.69,269.66,6.31,248.37
-20,0.38,1.73,-0.02,0.59,7.69,269.71,6.33,248.63
-10,0.38,1.74,-0.02,0.6,7.69,269.76,6.34,248.89
0,0.38,1.74,-0.02,0.6,7.7,269.81,6.35,249.14
10,0.38,1.73,-0.02,0.61,7.7,269.86,6.37,249.4
20,0.38,1.71,-0.02,0.61,7.7,269.91,6.38,249.66
30,0.38,1.68,-0.02,0.62,7.71,269.96,6.39,249.91
40,0.38,1.64,-0.02,0.62,7.71,270.01,6.41,250.17
50,0.38,1.59,-0.02,0.63,7.71,270.06,6.42,250.43
60,0.38,1.53,-0.02,0.63,7.73,270.08,6.43,250.89
70,0.38,1.46,-0.02,0.64,7.74,270.1,6.43,251.36
80,0.38,1.39,-0.02,0.65,7.75,270.13,6.44,251.82
90,0.38,1.3,-0.02,0.65,7.76,270.15,6.45,252.29
100,0.38,1.21,-0.02,0.66,7.77,270.17,6.45,252.75
110,0.38,1.11,-0.02,0.66,7.78,270.19,6.46,253.22
120,0.38,1.01,-0.02,0.67,7.79,270.22,6.46,253.68
130,0.38,0.9,-0.02,0.68,7.8,270.24,6.47,254.14
140,0.38,0.78,-0.02,0.68,7.81,270.26,6.48,254.61
150,0.38,0.66,-0.02,0.69,7.82,270.28,6.48,255.07
160,0.38,0.53,-0.02,0.7,7.83,270.31,6.49,255.54
170,0.38,0.4,-0.02,0.7,7.85,270.33,6.49,256.0
180,0.38,0.27,-0.02,0.71,7.86,270.35,6.5,256.47
