t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.51,0.24,0.13,1.42,8.76,257.79,13.45,131.71
-170,0.51,0.39,0.13,1.45,8.73,257.61,13.75,131.67
-160,0.51,0.54,0.14,1.49,8.7,257.43,14.05,131.63
-150,0.51,0.68,0.14,1.52,8.67,257.25,14.34,131.59
-140,0.51,0.82,0.15,1.56,8.64,257.07,14.64,131.55
-130,0.51,0.95,0.16,1.59,8.61,256.9,14.94,131.5
-120,0.51,1.07,0.16,1.63,8.58,256.72,15.24,131.46
-110,0.51,1.19,0.17,1.68,7.92,242.03,15.49,131.37
-100,0.51,1.29,0.18,1.72,7.25,227.34,15.73,131.28
-90,0.51,1.39,0.18,1.77,6.58,212.66,15.98,131.19
-80,0.51,1.48,0.19,1.82,5.92,197.97,16.22,131.1
-70,0.51,1.56,0.2,1.87,5.25,183.28,16.47,131.01
-60,0.51,1.63,0.2,1.92,4.59,168.6,16.72,130.92
-50,0.51,1.69,0.21,1.98,4.71,167.6,16.74,132.08
-40,0.51,1.75,0.21,2.04,4.82,166.6,16.77,133.24
-30,0.51,1.79,0.22,2.1,4.94,165.6,16.79,134.4
-20,0.51,1.82,0.22,2.16,5.05,164.6,16.82,135.56
-10,0.51,1.84,0.23,2.22,5.17,163.6,16.84,136.72
0,0.51,1.85,0.23,2.28,5.29,162.6,16.86,137.88
10,0.51,1.84,0.23,2.33,5.39,162.77,16.88,139.09
20,0.51,1.83,0.24,2.39,5.5,162.93,16.89,140.29
30,0.51,1.8,0.24,2.44,5.61,163.1,16.9,141.49
40,0.51,1.76,0.24,2.49,5.71,163.27,16.91,142.69
50,0.51,1.7,0.24,2.54,5.82,163.43,16.92,143.9
60,0.51,1.64,0.24,2.6,5.93,163.6,16.94,145.1
70,0.51,1.56,0.25,2.65,6.05,164.6,16.93,146.56
80,0.51,1.47,0.25,2.71,6.18,165.6,16.92,148.01
90,0.51,1.37,0.26,2.77,6.3,166.6,16.91,149.47
100,0.51,1.25,0.26,2.82,6.43,167.6,16.9,150.93
110,0.51,1.13,0.27,2.88,6.55,168.6,16.89,152.39
120,0.51,0.99,0.27,2.94,6.68,169.59,16.88,153.84
130,0.51,0.85,0.27,2.99,6.81,170.59,16.83,154.68
140,0.51,0.69,0.28,3.03,6.94,171.59,16.78,155.53
150,0.51,0.53,0.28,3.08,7.07,172.59,16.73,156.37
160,0.51,0.36,0.28,3.13,7.2,173.59,16.67,157.21
170,0.51,0.18,0.28,3.18,7.34,174.59,16.62,158.05
180,0.51,0.01,0.28,3.23,7.47,175.59,16.57,158.89
