t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.9,0.0,0.14,1.5,9.22,282.01,8.43,206.67
-170,1.9,0.22,0.13,1.5,9.23,282.78,8.5,207.49
-160,1.9,0.43,0.14,1.5,9.22,283.48,8.57,208.58
-150,1.9,0.64,0.14,1.5,9.2,284.0,8.66,209.11
-140,1.9,0.83,0.14,1.5,9.14,284.2,8.73,208.87
-130,1.9,1.02,0.13,1.5,9.1,283.79,8.75,208.56
-120,1.9,1.19,0.14,1.5,9.05,283.4,8.78,208.74
-110,1.9,1.36,0.13,1.5,9.02,283.28,8.82,208.58
-100,1.9,1.5,0.14,1.49,8.99,283.4,8.89,208.2
-90,1.9,1.65,0.14,1.49,8.95,283.28,8.91,207.77
-80,1.9,1.77,0.13,1.48,8.96,283.57,8.96,208.0
-70,1.9,1.87,0.14,1.48,8.99,283.92,9.04,208.45
-60,1.9,1.97,0.14,1.47,8.98,284.16,9.14,208.56
-50,1.9,2.05,0.13,1.46,8.98,284.09,9.25,208.77
-40,1.9,2.11,0.13,1.46,9.01,283.88,9.37,208.94
-30,1.9,2.16,0.13,1.46,9.02,284.07,9.49,208.56
-20,1.9,2.2,0.13,1.46,9.05,284.52,9.61,208.0
-10,1.9,2.22,0.13,1.45,9.08,284.97,9.77,206.89
0,1.9,2.23,0.13,1.44,9.2,286.0,9.9,205.81
10,1.9,2.22,0.13,1.44,9.3,287.34,10.0,203.86
20,1.9,2.2,0.14,1.42,9.37,288.95,10.14,202.0
30,1.9,2.18,0.13,1.43,9.44,290.29,10.25,200.51
40,1.9,2.13,0.13,1.42,9.48,291.5,10.38,198.94
50,1.9,2.07,0.13,1.42,9.5,292.65,10.49,197.15
60,1.9,2.01,0.13,1.42,9.47,293.47,10.58,194.8
70,1.9,1.93,0.13,1.43,9.46,293.82,10.64,192.72
80,1.9,1.84,0.13,1.43,9.48,294.16,10.7,190.26
90,1.9,1.73,0.13,1.42,9.52,294.11,10.77,188.55
100,1.9,1.62,0.13,1.43,9.59,293.74,10.79,186.6
110,1.9,1.5,0.13,1.43,9.67,293.45,10.86,184.81
120,1.9,1.36,0.12,1.42,9.73,292.88,10.88,183.75
130,1.9,1.21,0.12,1.42,9.78,292.16,10.9,182.71
140,1.9,1.06,0.12,1.42,9.78,291.75,10.86,181.46
150,1.9,0.9,0.12,1.43,9.76,291.09,10.8,179.13
160,1.9,0.73,0.12,1.43,9.74,290.7,10.73,176.51
170,1.9,0.56,0.12,1.43,9.74,290.15,10.62,174.56
180,1.9,0.37,0.12,1.44,9.76,289.99,10.54,173.06
