t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.35,-0.08,0.05,2.36,14.81,253.47,10.93,209.21
-170,0.35,0.09,0.05,2.36,14.82,253.51,10.94,209.19
-160,0.35,0.24,0.06,2.36,14.83,253.55,10.95,209.17
-150,0.35,0.4,0.06,2.37,14.84,253.59,10.96,209.15
-140,0.35,0.55,0.06,2.37,14.85,253.63,10.97,209.14
-130,0.35,0.69,0.06,2.37,14.86,253.67,10.98,209.12
-120,0.35,0.83,0.06,2.37,14.87,253.71,11.0,209.1
-110,0.35,0.96,0.06,2.37,14.88,253.75,11.01,209.08
-100,0.35,1.07,0.06,2.37,14.89,253.79,11.02,209.06
-90,0.35,1.18,0.06,2.37,14.89,253.83,11.03,209.04
-80,0.35,1.28,0.06,2.37,14.9,253.87,11.04,209.02
-70,0.35,1.37,0.06,2.37,14.91,253.91,11.05,209.0
-60,0.35,1.44,0.06,2.38,14.92,253.95,11.06,208.98
-50,0.35,1.5,0.06,2.38,14.93,253.99,11.08,208.97
-40,0.35,1.55,0.06,2.38,14.94,254.03,11.09,208.95
-30,0.35,1.59,0.06,2.38,14.95,254.07,11.1,208.93
-20,0.35,1.62,0.07,2.38,14.96,254.11,11.11,208.91
-10,0.35,1.64,0.07,2.38,14.97,254.15,11.12,208.89
0,0.35,1.64,0.07,2.38,14.98,254.19,11.13,208.87
10,0.35,1.64,0.07,2.38,14.99,254.23,11.14,208.85
20,0.35,1.62,0.07,2.38,15.0,254.27,11.16,208.83
30,0.35,1.59,0.07,2.39,15.01,254.31,11.17,208.81
40,0.35,1.55,0.07,2.39,15.02,254.35,11.18,208.8
50,0.35,1.51,0.07,2.39,15.03,254.39,11.19,208.78
60,0.35,1.45,0.07,2.39,15.04,254.43,11.2,208.76
70,0.35,1.38,0.07,2.39,15.05,254.47,11.21,208.74
80,0.35,1.31,0.07,2.39,15.06,254.51,11.22,208.72
90,0.35,1.23,0.07,2.39,15.07,254.55,11.24,208.7
100,0.35,1.14,0.07,2.39,15.06,254.58,11.3,208.26
110,0.35,1.04,0.08,2.39,15.06,254.61,11.36,207.81
120,0.35,0.94,0.08,2.39,15.05,254.63,11.43,207.37
130,0.35,0.83,0.08,2.38,15.05,254.66,11.49,206.92
140,0.35,0.71,0.08,2.38,15.04,254.69,11.55,206.48
150,0.35,0.59,0.08,2.38,15.04,254.72,11.62,206.03
160,0.35,0.47,0.08,2.38,15.04,254.75,11.68,205.59
170,0.35,0.34,0.08,2.37,15.03,254.77,11.74,205.14
180,0.35,0.21,0.08,2.37,15.03,254.8,11.81,204.7
