t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.462,0.42,0.67,8.62,20.64,256.34,9.17,278.8
-170,0.462,0.59,0.67,8.64,20.68,256.46,9.2,280.58
-160,0.462,0.76,0.67,8.66,20.71,256.58,9.23,282.36
-150,0.462,0.92,0.67,8.68,20.75,256.7,9.25,284.14
-140,0.462,1.07,0.67,8.7,20.78,256.82,9.28,285.92
-130,0.462,1.22,0.66,8.72,20.81,256.94,9.31,287.7
-120,0.462,1.35,0.66,8.75,20.85,257.06,9.34,289.47
-110,0.462,1.47,0.66,8.77,20.88,257.18,9.37,291.25
-100,0.462,1.59,0.66,8.79,20.91,257.3,9.39,293.03
-90,0.462,1.69,0.66,8.81,20.95,257.42,9.42,294.81
-80,0.462,1.78,0.66,8.83,20.98,257.54,9.45,296.59
-70,0.462,1.86,0.66,8.85,21.01,257.66,9.48,298.37
-60,0.462,1.93,0.66,8.87,21.05,257.78,9.5,300.15
-50,0.462,1.99,0.65,8.89,21.08,257.9,9.53,301.93
-40,0.462,2.04,0.65,8.91,21.12,258.02,9.56,303.71
-30,0.462,2.08,0.65,8.93,21.15,258.14,9.59,305.49
-20,0.462,2.11,0.65,8.95,21.18,258.26,9.61,307.27
-10,0.462,2.12,0.65,8.97,21.22,258.38,9.64,309.05
0,0.462,2.13,0.65,8.99,21.25,258.49,9.67,310.83
10,0.462,2.12,0.65,9.01,21.28,258.61,9.7,312.61
20,0.462,2.11,0.65,9.03,21.32,258.73,9.72,314.39
30,0.462,2.08,0.65,9.05,21.35,258.85,9.75,316.17
40,0.462,2.04,0.64,9.02,21.33,258.89,9.9,316.26
50,0.462,1.98,0.63,8.99,21.3,258.93,10.06,316.36
60,0.462,1.92,0.63,8.96,21.27,258.97,10.21,316.45
70,0.462,1.84,0.62,8.93,21.25,259.01,10.36,316.55
80,0.462,1.75,0.62,8.9,21.22,259.05,10.52,316.64
90,0.462,1.65,0.61,8.87,21.2,259.09,10.67,316.74
100,0.462,1.54,0.6,8.84,21.17,259.13,10.82,316.83
110,0.462,1.41,0.6,8.81,21.15,259.17,10.98,316.93
120,0.462,1.28,0.59,8.78,21.12,259.21,11.13,317.02
130,0.462,1.13,0.59,8.74,21.1,259.25,11.28,317.11
140,0.462,0.97,0.58,8.71,21.07,259.28,11.44,317.21
150,0.462,0.81,0.57,8.68,21.05,259.32,11.59,317.3
160,0.462,0.63,0.57,8.65,21.02,259.36,11.74,317.4
170,0.462,0.45,0.56,8.62,21.0,259.4,11.89,317.49
180,0.462,0.26,0.56,8.59,20.97,259.44,12.05,317.59
