t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.44,0.38,-0.13,1.31,13.86,259.04,4.09,271.52
-170,0.44,0.52,-0.13,1.31,13.85,259.01,4.12,271.74
-160,0.44,0.65,-0.13,1.31,13.83,258.98,4.16,271.96
-150,0.44,0.78,-0.13,1.31,13.81,258.95,4.19,272.17
-140,0.44,0.91,-0.12,1.31,13.8,258.92,4.23,272.39
-130,0.44,1.02,-0.12,1.32,13.78,258.9,4.26,272.61
-120,0.44,1.14,-0.12,1.32,13.76,258.87,4.3,272.83
-110,0.44,1.24,-0.12,1.32,13.75,258.84,4.34,273.05
-100,0.44,1.34,-0.12,1.32,13.73,258.81,4.37,273.27
-90,0.44,1.43,-0.12,1.32,13.72,258.78,4.41,273.49
-80,0.44,1.51,-0.12,1.32,13.7,258.76,4.44,273.71
-70,0.44,1.58,-0.12,1.32,13.69,258.85,4.44,273.79
-60,0.44,1.65,-0.12,1.33,13.67,258.95,4.43,273.88
-50,0.44,1.7,-0.12,1.33,13.66,259.05,4.43,273.97
-40,0.44,1.74,-0.12,1.33,13.64,259.14,4.43,274.06
-30,0.44,1.78,-0.12,1.33,13.63,259.24,4.42,274.14
-20,0.44,1.8,-0.12,1.33,13.62,259.33,4.42,274.23
-10,0.44,1.81,-0.12,1.33,13.6,259.43,4.41,274.32
0,0.44,1.81,-0.12,1.33,13.59,259.53,4.41,274.41
10,0.44,1.8,-0.12,1.33,13.57,259.62,4.4,274.49
20,0.44,1.78,-0.12,1.34,13.56,259.72,4.4,274.58
30,0.44,1.74,-0.12,1.34,13.55,259.82,4.39,274.67
40,0.44,1.69,-0.12,1.34,13.53,259.91,4.39,274.75
50,0.44,1.64,-0.12,1.34,13.52,260.01,4.38,274.84
60,0.44,1.57,-0.11,1.34,13.5,260.11,4.38,274.93
70,0.44,1.48,-0.11,1.34,13.49,260.2,4.38,275.02
80,0.44,1.39,-0.11,1.34,13.48,260.3,4.37,275.1
90,0.44,1.29,-0.11,1.34,13.46,260.4,4.37,275.19
100,0.44,1.17,-0.11,1.35,13.45,260.49,4.36,275.28
110,0.44,1.05,-0.11,1.35,13.43,260.59,4.36,275.37
120,0.44,0.92,-0.11,1.35,13.42,260.68,4.35,275.45
130,0.44,0.78,-0.11,1.35,13.41,260.78,4.35,275.54
140,0.44,0.63,-0.11,1.35,13.39,260.88,4.34,275.63
150,0.44,0.48,-0.11,1.35,13.38,260.97,4.34,275.72
160,0.44,0.32,-0.11,1.35,13.36,261.07,4.33,275.8
170,0.44,0.16,-0.11,1.35,13.35,261.17,4.33,275.89
180,0.44,-0.01,-0.11,1.35,13.34,261.26,4.33,275.98
