t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.45,0.0,0.34,4.27,13.25,243.88,7.73,240.36
-170,0.45,0.13,0.33,4.29,13.25,243.9,7.74,241.35
-160,0.45,0.27,0.33,4.3,13.24,243.93,7.75,242.35
-150,0.45,0.39,0.33,4.31,13.23,243.96,7.77,243.35
-140,0.45,0.52,0.33,4.32,13.23,243.98,7.78,244.34
-130,0.45,0.64,0.33,4.33,13.22,244.01,7.79,245.34
-120,0.45,0.75,0.33,4.34,13.21,244.03,7.81,246.34
-110,0.45,0.86,0.33,4.35,13.21,244.06,7.82,247.33
-100,0.45,0.96,0.33,4.37,13.2,244.08,7.83,248.33
-90,0.45,1.05,0.33,4.38,13.2,244.11,7.85,249.33
-80,0.45,1.14,0.32,4.4,13.18,244.13,7.86,249.45
-70,0.45,1.21,0.32,4.41,13.16,244.16,7.88,249.57
-60,0.45,1.28,0.32,4.43,13.14,244.19,7.9,249.68
-50,0.45,1.34,0.31,4.45,13.12,244.21,7.92,249.8
-40,0.45,1.38,0.31,4.46,13.11,244.24,7.93,249.92
-30,0.45,1.42,0.31,4.48,13.09,244.26,7.95,250.04
-20,0.45,1.45,0.31,4.5,13.07,244.29,7.97,250.16
-10,0.45,1.46,0.3,4.52,13.05,244.31,7.99,250.28
0,0.45,1.47,0.3,4.53,13.03,244.34,8.0,250.4
10,0.45,1.47,0.3,4.55,13.02,244.36,8.02,250.52
20,0.45,1.46,0.3,4.57,13.0,244.39,8.04,250.64
30,0.45,1.44,0.29,4.59,12.98,244.41,8.06,250.76
40,0.45,1.41,0.29,4.6,12.96,244.44,8.08,250.88
50,0.45,1.37,0.29,4.62,12.94,244.47,8.09,250.99
60,0.45,1.32,0.29,4.64,12.93,244.49,8.11,251.11
70,0.45,1.27,0.28,4.66,12.91,244.52,8.13,251.23
80,0.45,1.21,0.28,4.67,12.89,244.54,8.15,251.35
90,0.45,1.14,0.28,4.69,12.87,244.57,8.16,251.47
100,0.45,1.06,0.28,4.71,12.85,244.59,8.18,251.59
110,0.45,0.98,0.27,4.73,12.84,244.62,8.2,251.71
120,0.45,0.89,0.27,4.74,12.82,244.64,8.22,251.83
130,0.45,0.79,0.27,4.76,12.8,244.67,8.23,251.95
140,0.45,0.69,0.27,4.78,12.78,244.7,8.25,252.07
150,0.45,0.59,0.26,4.8,12.77,244.72,8.27,252.19
160,0.45,0.48,0.26,4.81,12.75,244.75,8.29,252.31
170,0.45,0.36,0.26,4.83,12.73,244.77,8.3,252.42
180,0.45,0.25,0.26,4.85,12.71,244.8,8.32,252.54
