t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.74,0.07,0.5,5.28,11.48,251.45,22.06,287.85
-170,0.74,0.27,0.5,5.28,11.38,252.02,22.09,288.41
-160,0.74,0.47,0.51,5.28,11.3,252.78,22.12,289.26
-150,0.74,0.66,0.51,5.27,11.19,254.22,22.21,290.22
-140,0.74,0.84,0.51,5.27,11.12,255.75,22.24,291.96
-130,0.74,1.02,0.51,5.27,11.07,256.94,22.24,294.4
-120,0.74,1.19,0.51,5.26,11.02,257.51,22.27,296.89
-110,0.74,1.35,0.51,5.26,11.0,258.12,22.29,299.93
-100,0.74,1.49,0.51,5.26,10.98,258.49,22.31,302.39
-90,0.74,1.62,0.5,5.25,11.0,258.33,22.33,304.65
-80,0.74,1.75,0.5,5.24,10.98,258.09,22.35,306.77
-70,0.74,1.85,0.5,5.24,10.96,257.41,22.35,309.29
-60,0.74,1.94,0.5,5.23,10.95,256.84,22.33,311.68
-50,0.74,2.02,0.5,5.23,10.91,256.34,22.25,313.68
-40,0.74,2.09,0.51,5.23,10.88,255.77,22.13,315.44
-30,0.74,2.14,0.51,5.22,10.86,255.02,21.98,317.74
-20,0.74,2.17,0.51,5.21,10.85,254.04,21.81,319.24
-10,0.74,2.2,0.51,5.22,10.84,253.63,21.65,319.32
0,0.74,2.2,0.5,5.21,10.81,252.84,21.46,319.26
10,0.74,2.2,0.5,5.2,10.82,252.17,21.29,318.85
20,0.74,2.18,0.5,5.19,10.84,251.59,21.11,318.41
30,0.74,2.14,0.5,5.19,10.85,250.68,20.9,317.38
40,0.74,2.09,0.5,5.18,10.88,250.04,20.67,316.07
50,0.74,2.03,0.51,5.17,10.88,248.93,20.41,314.82
60,0.74,1.95,0.51,5.17,10.87,248.05,20.2,313.47
70,0.74,1.86,0.5,5.17,10.88,247.19,19.98,312.71
80,0.74,1.75,0.51,5.17,10.88,246.61,19.78,311.79
90,0.74,1.64,0.5,5.16,10.88,246.32,19.59,311.18
100,0.74,1.51,0.51,5.16,10.85,245.64,19.39,309.83
110,0.74,1.37,0.5,5.16,10.83,244.88,19.22,308.55
120,0.74,1.22,0.5,5.16,10.84,244.03,19.07,307.38
130,0.74,1.07,0.5,5.16,10.85,242.89,18.92,306.59
140,0.74,0.9,0.5,5.15,10.85,241.67,18.8,306.33
150,0.74,0.73,0.5,5.15,10.91,240.33,18.68,306.14
160,0.74,0.54,0.5,5.15,10.98,239.5,18.6,306.28
170,0.74,0.36,0.5,5.16,10.98,238.84,18.52,305.81
180,0.74,0.17,0.5,5.15,10.94,238.24,18.43,306.1
