t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.89,0.15,0.47,7.21,14.76,229.96,17.83,143.62
-170,0.89,0.31,0.47,7.23,14.71,230.98,17.85,141.26
-160,0.89,0.47,0.48,7.24,14.66,232.13,17.9,138.69
-150,0.89,0.63,0.47,7.25,14.65,232.64,17.95,136.5
-140,0.89,0.77,0.48,7.26,14.63,232.54,17.99,133.97
-130,0.89,0.91,0.48,7.27,14.58,233.03,17.99,131.37
-120,0.89,1.04,0.48,7.28,14.58,233.66,17.97,129.4
-110,0.89,1.17,0.48,7.29,14.59,234.32,17.95,128.12
-100,0.89,1.28,0.49,7.29,14.61,234.93,17.92,127.32
-90,0.89,1.39,0.49,7.31,14.59,236.3,17.87,125.79
-80,0.89,1.48,0.49,7.31,14.57,238.29,17.8,124.07
-70,0.89,1.56,0.49,7.32,14.57,239.59,17.72,123.41
-60,0.89,1.63,0.5,7.33,14.51,240.83,17.64,122.26
-50,0.89,1.69,0.49,7.34,14.44,241.9,17.53,120.86
-40,0.89,1.74,0.49,7.35,14.35,242.64,17.38,120.04
-30,0.89,1.79,0.49,7.35,14.32,243.19,17.19,120.32
-20,0.89,1.81,0.49,7.36,14.26,243.57,17.05,120.99
-10,0.89,1.83,0.5,7.37,14.18,244.27,16.89,122.18
0,0.89,1.84,0.5,7.37,14.12,245.13,16.7,124.15
10,0.89,1.83,0.5,7.38,14.1,246.26,16.55,127.08
20,0.89,1.81,0.5,7.38,14.1,247.32,16.43,129.75
30,0.89,1.78,0.51,7.39,14.05,248.31,16.35,132.0
40,0.89,1.73,0.51,7.41,14.0,249.18,16.26,133.61
50,0.89,1.68,0.51,7.41,13.99,249.94,16.23,135.39
60,0.89,1.61,0.51,7.42,13.91,250.51,16.26,136.47
70,0.89,1.54,0.51,7.42,13.82,251.29,16.3,137.44
80,0.89,1.45,0.51,7.42,13.7,251.92,16.31,138.48
90,0.89,1.35,0.51,7.43,13.61,252.5,16.34,138.71
100,0.89,1.24,0.51,7.43,13.55,253.47,16.37,138.45
110,0.89,1.12,0.51,7.44,13.48,254.66,16.43,137.35
120,0.89,0.99,0.51,7.44,13.46,256.16,16.49,135.87
130,0.89,0.86,0.52,7.45,13.48,257.26,16.56,134.07
140,0.89,0.71,0.52,7.44,13.5,258.36,16.67,132.65
150,0.89,0.56,0.52,7.44,13.51,259.36,16.77,131.62
160,0.89,0.4,0.52,7.45,13.5,259.86,16.88,130.61
170,0.89,0.23,0.52,7.45,13.51,259.85,16.96,130.98
180,0.89,0.07,0.51,7.46,13.51,259.31,17.04,132.32
