t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.77,0.44,0.83,8.71,18.88,246.57,20.49,329.68
-170,0.77,0.63,0.82,8.72,18.8,247.32,20.55,328.49
-160,0.77,0.8,0.82,8.74,18.72,247.88,20.6,327.28
-150,0.77,0.97,0.82,8.75,18.65,248.65,20.65,326.11
-140,0.77,1.14,0.82,8.76,18.57,249.68,20.67,323.86
-130,0.77,1.29,0.82,8.77,18.53,251.19,20.68,321.99
-120,0.77,1.44,0.82,8.79,18.51,252.16,20.64,320.45
-110,0.77,1.57,0.82,8.8,18.5,253.11,20.66,319.3
-100,0.77,1.69,0.82,8.81,18.52,254.04,20.72,318.44
-90,0.77,1.81,0.81,8.82,18.51,254.74,20.83,317.92
-80,0.77,1.91,0.81,8.84,18.49,255.14,20.92,317.14
-70,0.77,1.99,0.81,8.86,18.44,255.32,20.99,315.53
-60,0.77,2.07,0.81,8.86,18.41,255.94,21.06,314.61
-50,0.77,2.14,0.81,8.88,18.37,256.26,21.08,313.24
-40,0.77,2.19,0.81,8.89,18.32,256.39,21.11,312.15
-30,0.77,2.23,0.8,8.9,18.27,256.29,21.13,310.51
-20,0.77,2.26,0.8,8.91,18.24,256.3,21.13,309.56
-10,0.77,2.26,0.8,8.93,18.2,255.88,21.16,308.16
0,0.77,2.27,0.8,8.93,18.16,255.34,21.17,306.35
10,0.77,2.25,0.8,8.93,18.1,254.69,21.21,304.58
20,0.77,2.23,0.81,8.95,18.06,254.32,21.2,303.28
30,0.77,2.19,0.81,8.96,18.07,254.31,21.17,301.67
40,0.77,2.14,0.8,8.97,18.08,254.32,21.18,299.87
50,0.77,2.06,0.81,8.98,18.17,254.52,21.17,298.45
60,0.77,1.99,0.81,8.99,18.28,255.02,21.19,296.95
70,0.77,1.9,0.8,9.0,18.42,255.79,21.18,295.79
80,0.77,1.78,0.8,9.0,18.53,255.89,21.16,294.87
90,0.77,1.66,0.8,9.0,18.63,255.64,21.09,293.65
100,0.77,1.53,0.79,9.0,18.72,255.52,21.02,291.78
110,0.77,1.39,0.8,9.01,18.78,255.21,20.93,289.49
120,0.77,1.23,0.8,9.02,18.81,254.55,20.86,286.51
130,0.77,1.06,0.8,9.02,18.84,253.81,20.78,284.02
140,0.77,0.89,0.8,9.03,18.91,253.23,20.68,280.73
150,0.77,0.7,0.8,9.03,19.0,253.01,20.63,277.66
160,0.77,0.51,0.8,9.04,19.07,252.64,20.55,275.38
170,0.77,0.31,0.79,9.05,19.12,252.31,20.5,274.37
180,0.77,0.1,0.79,9.06,19.19,251.69,20.41,272.87
