t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.76,0.3,0.21,1.43,11.32,273.38,9.64,264.22
-170,1.76,0.45,0.21,1.42,11.4,273.66,9.63,262.77
-160,1.76,0.6,0.21,1.43,11.45,274.01,9.65,261.93
-150,1.76,0.75,0.21,1.44,11.46,274.25,9.69,261.51
-140,1.76,0.89,0.21,1.44,11.49,274.78,9.76,261.49
-130,1.76,1.03,0.22,1.44,11.52,274.82,9.83,261.67
-120,1.76,1.16,0.22,1.45,11.45,274.26,9.99,262.21
-110,1.76,1.28,0.22,1.45,11.35,273.39,10.16,262.22
-100,1.76,1.39,0.22,1.45,11.32,272.87,10.35,262.77
-90,1.76,1.5,0.23,1.46,11.25,272.51,10.53,263.74
-80,1.76,1.6,0.23,1.46,11.21,272.54,10.72,264.7
-70,1.76,1.68,0.23,1.46,11.19,273.13,10.88,265.5
-60,1.76,1.76,0.23,1.45,11.15,273.82,11.05,266.15
-50,1.76,1.83,0.23,1.45,11.15,274.8,11.21,266.41
-40,1.76,1.89,0.23,1.46,11.09,275.6,11.31,265.9
-30,1.76,1.93,0.23,1.45,11.09,276.25,11.41,264.87
-20,1.76,1.97,0.23,1.45,11.08,276.69,11.54,263.39
-10,1.76,1.98,0.22,1.45,11.08,276.49,11.67,261.93
0,1.76,1.99,0.23,1.45,11.08,276.56,11.76,259.9
10,1.76,1.98,0.23,1.45,11.1,276.34,11.83,256.72
20,1.76,1.96,0.23,1.45,11.14,276.03,11.92,253.71
30,1.76,1.93,0.23,1.44,11.17,275.82,12.0,250.55
40,1.76,1.89,0.23,1.43,11.18,275.56,12.02,248.02
50,1.76,1.82,0.23,1.43,11.15,275.53,12.04,246.2
60,1.76,1.74,0.23,1.43,11.1,274.92,12.14,245.4
70,1.76,1.65,0.23,1.42,11.03,274.13,12.26,245.83
80,1.76,1.55,0.23,1.42,10.98,273.53,12.37,246.22
90,1.76,1.44,0.23,1.41,10.93,273.41,12.47,246.69
100,1.76,1.31,0.24,1.4,10.88,273.19,12.57,246.37
110,1.76,1.17,0.24,1.39,10.87,273.24,12.67,245.27
120,1.76,1.02,0.24,1.39,10.84,273.54,12.7,244.6
130,1.76,0.87,0.24,1.39,10.85,273.76,12.72,243.77
140,1.76,0.71,0.24,1.38,10.85,273.94,12.74,243.41
150,1.76,0.54,0.24,1.38,10.83,273.7,12.69,242.98
160,1.76,0.36,0.24,1.37,10.83,273.65,12.65,242.91
170,1.76,0.18,0.24,1.37,10.83,273.2,12.62,243.0
180,1.76,-0.01,0.23,1.36,10.83,272.59,12.62,242.89
