t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.532,0.6,0.09,1.82,9.9,262.17,9.04,193.56
-170,0.532,0.82,0.09,1.83,9.9,262.0,9.11,194.2
-160,0.532,1.02,0.09,1.84,9.9,261.83,9.23,195.43
-150,0.532,1.21,0.08,1.85,9.9,261.67,9.35,196.63
-140,0.532,1.4,0.08,1.86,9.9,261.5,9.48,197.8
-130,0.532,1.58,0.09,1.87,9.9,261.33,9.61,198.93
-120,0.532,1.74,0.1,1.88,9.9,261.17,9.74,200.04
-110,0.532,1.9,0.11,1.89,9.9,261.0,9.88,201.11
-100,0.532,2.04,0.11,1.9,9.87,261.0,9.88,202.47
-90,0.532,2.16,0.12,1.91,9.84,261.0,9.89,203.83
-80,0.532,2.27,0.11,1.91,9.8,261.0,9.9,205.19
-70,0.532,2.36,0.11,1.92,9.77,261.0,9.92,206.55
-60,0.532,2.44,0.1,1.92,9.74,261.0,9.94,207.89
-50,0.532,2.51,0.1,1.93,9.71,261.0,9.97,209.23
-40,0.532,2.57,0.1,1.93,9.69,261.0,9.86,210.22
-30,0.532,2.61,0.1,1.94,9.68,261.0,9.76,211.24
-20,0.532,2.64,0.11,1.94,9.66,261.0,9.67,212.27
-10,0.532,2.66,0.11,1.94,9.65,261.0,9.57,213.32
0,0.532,2.66,0.11,1.94,9.63,261.0,9.48,214.4
10,0.532,2.65,0.11,1.95,9.62,261.0,9.39,215.49
20,0.532,2.62,0.11,1.95,9.58,261.17,9.43,215.55
30,0.532,2.58,0.11,1.95,9.55,261.33,9.47,215.61
40,0.532,2.53,0.11,1.95,9.52,261.5,9.51,215.67
50,0.532,2.44,0.1,1.95,9.49,261.67,9.54,215.73
60,0.532,2.34,0.1,1.95,9.46,261.83,9.58,215.79
70,0.532,2.23,0.09,1.95,9.43,262.0,9.62,215.85
80,0.532,2.08,0.09,1.95,9.4,262.17,9.61,215.03
90,0.532,1.92,0.08,1.96,9.37,262.33,9.61,214.21
100,0.532,1.75,0.08,1.96,9.35,262.5,9.61,213.39
110,0.532,1.57,0.08,1.96,9.32,262.67,9.6,212.57
120,0.532,1.39,0.08,1.97,9.29,262.83,9.61,211.75
130,0.532,1.2,0.09,1.97,9.26,263.0,9.61,210.93
140,0.532,1.0,0.09,1.98,9.23,263.33,9.73,211.65
150,0.532,0.8,0.08,1.98,9.2,263.67,9.84,212.35
160,0.532,0.59,0.08,1.99,9.17,264.0,9.96,213.04
170,0.532,0.38,0.08,2.0,9.15,264.33,10.08,213.71
180,0.532,0.17,0.08,2.0,9.12,264.67,10.21,214.36
