t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.6,-0.06,0.24,4.5,13.98,286.92,10.09,132.9
-170,1.6,0.15,0.24,4.5,13.91,287.15,10.03,135.27
-160,1.6,0.36,0.24,4.49,13.86,287.7,9.98,138.29
-150,1.6,0.57,0.24,4.48,13.87,287.99,9.92,141.28
-140,1.6,0.76,0.23,4.48,13.87,287.87,9.86,143.41
-130,1.6,0.94,0.23,4.46,13.81,287.36,9.83,145.73
-120,1.6,1.12,0.23,4.46,13.74,287.12,9.83,148.1
-110,1.6,1.28,0.23,4.45,13.66,286.84,9.86,150.16
-100,1.6,1.43,0.22,4.45,13.54,286.25,9.86,152.41
-90,1.6,1.56,0.22,4.45,13.44,285.34,9.84,154.58
-80,1.6,1.68,0.22,4.45,13.34,284.97,9.8,156.08
-70,1.6,1.78,0.22,4.45,13.28,284.84,9.8,157.17
-60,1.6,1.88,0.22,4.45,13.26,284.36,9.86,157.38
-50,1.6,1.95,0.22,4.46,13.18,283.66,9.94,157.97
-40,1.6,2.01,0.21,4.46,13.08,282.88,9.96,158.06
-30,1.6,2.06,0.21,4.48,12.94,282.68,9.98,157.75
-20,1.6,2.09,0.22,4.49,12.79,282.15,9.98,159.15
-10,1.6,2.1,0.22,4.49,12.65,281.43,10.01,161.11
0,1.6,2.12,0.21,4.51,12.49,281.1,9.95,163.38
10,1.6,2.12,0.21,4.52,12.37,280.94,9.85,164.85
20,1.6,2.1,0.21,4.52,12.29,281.13,9.77,166.48
30,1.6,2.07,0.21,4.54,12.2,281.02,9.77,167.24
40,1.6,2.02,0.21,4.55,12.13,281.13,9.78,167.55
50,1.6,1.97,0.2,4.55,12.04,281.24,9.73,167.78
60,1.6,1.91,0.2,4.56,11.93,281.3,9.62,167.89
70,1.6,1.83,0.2,4.57,11.88,281.11,9.6,167.78
80,1.6,1.75,0.2,4.58,11.77,280.45,9.6,167.78
90,1.6,1.65,0.2,4.6,11.7,279.66,9.61,168.15
100,1.6,1.55,0.2,4.61,11.66,279.05,9.59,168.21
110,1.6,1.44,0.2,4.61,11.65,278.34,9.54,167.99
120,1.6,1.31,0.19,4.62,11.66,277.72,9.59,167.99
130,1.6,1.18,0.19,4.63,11.64,277.37,9.65,167.48
140,1.6,1.04,0.19,4.63,11.64,277.43,9.73,166.81
150,1.6,0.88,0.19,4.66,11.58,277.63,9.83,166.2
160,1.6,0.72,0.19,4.66,11.54,277.72,9.91,165.76
170,1.6,0.56,0.19,4.67,11.45,278.06,9.96,164.84
180,1.6,0.39,0.19,4.68,11.36,278.43,9.98,163.56
