t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.64,0.24,0.39,2.82,9.54,256.79,18.53,220.09
-170,1.64,0.43,0.39,2.83,9.68,256.75,18.46,220.98
-160,1.64,0.62,0.4,2.84,9.83,257.11,18.52,221.95
-150,1.64,0.79,0.4,2.84,9.97,256.89,18.52,222.49
-140,1.64,0.96,0.4,2.86,10.1,256.4,18.47,222.84
-130,1.64,1.12,0.39,2.87,10.24,256.02,18.38,223.48
-120,1.64,1.27,0.4,2.88,10.34,255.5,18.28,224.01
-110,1.64,1.42,0.39,2.89,10.42,254.94,18.23,224.28
-100,1.64,1.56,0.39,2.89,10.5,254.56,18.2,224.59
-90,1.64,1.68,0.39,2.9,10.57,253.62,18.18,225.48
-80,1.64,1.79,0.39,2.92,10.62,253.17,18.22,226.27
-70,1.64,1.89,0.39,2.93,10.64,252.39,18.25,227.68
-60,1.64,1.98,0.38,2.94,10.62,251.83,18.3,229.31
-50,1.64,2.05,0.38,2.95,10.62,251.36,18.34,232.62
-40,1.64,2.11,0.39,2.95,10.64,250.7,18.37,235.66
-30,1.64,2.16,0.39,2.96,10.63,250.34,18.41,238.34
-20,1.64,2.19,0.39,2.98,10.63,249.89,18.46,241.51
-10,1.64,2.22,0.39,2.99,10.62,249.63,18.48,243.81
0,1.64,2.23,0.38,3.0,10.68,249.33,18.5,245.77
10,1.64,2.22,0.38,3.0,10.73,249.02,18.53,247.51
20,1.64,2.2,0.38,3.01,10.76,248.68,18.55,249.51
30,1.64,2.17,0.38,3.02,10.84,248.46,18.58,251.3
40,1.64,2.12,0.38,3.02,10.9,248.4,18.6,252.48
50,1.64,2.06,0.38,3.04,10.91,248.56,18.66,253.03
60,1.64,1.99,0.38,3.05,10.96,248.44,18.7,253.62
70,1.64,1.9,0.37,3.05,10.99,248.39,18.68,254.15
80,1.64,1.8,0.37,3.05,10.97,247.9,18.61,255.54
90,1.64,1.69,0.37,3.05,10.93,247.31,18.5,256.45
100,1.64,1.56,0.37,3.06,10.86,246.77,18.37,257.14
110,1.64,1.43,0.37,3.07,10.79,246.02,18.19,258.49
120,1.64,1.28,0.38,3.07,10.73,245.52,18.02,260.68
130,1.64,1.12,0.37,3.07,10.66,245.76,17.84,262.34
140,1.64,0.95,0.37,3.08,10.67,246.33,17.66,263.64
150,1.64,0.77,0.37,3.1,10.68,247.16,17.53,264.8
160,1.64,0.58,0.37,3.1,10.67,247.64,17.42,265.58
170,1.64,0.39,0.36,3.11,10.64,248.01,17.29,266.04
180,1.64,0.21,0.36,3.11,10.62,248.01,17.22,266.51
