t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.37,0.0,0.14,3.82,15.2,258.69,15.31,234.51
-170,0.37,0.17,0.14,3.82,15.1,260.6,15.33,234.38
-160,0.37,0.34,0.14,3.82,15.08,262.64,15.29,235.06
-150,0.37,0.51,0.14,3.81,15.06,264.67,15.24,235.21
-140,0.37,0.67,0.15,3.81,15.02,266.64,15.21,234.93
-130,0.37,0.83,0.15,3.81,15.0,268.24,15.2,234.33
-120,0.37,0.98,0.15,3.81,14.98,269.31,15.23,233.65
-110,0.37,1.12,0.15,3.81,14.96,270.05,15.24,233.34
-100,0.37,1.25,0.15,3.81,14.87,270.69,15.25,233.35
-90,0.37,1.37,0.15,3.81,14.8,271.12,15.31,234.28
-80,0.37,1.48,0.15,3.81,14.72,271.75,15.33,235.43
-70,0.37,1.58,0.15,3.81,14.63,272.59,15.35,235.66
-60,0.37,1.66,0.15,3.8,14.54,273.87,15.36,235.64
-50,0.37,1.74,0.14,3.8,14.44,275.63,15.37,235.45
-40,0.37,1.8,0.15,3.8,14.38,277.49,15.37,234.92
-30,0.37,1.84,0.15,3.79,14.37,279.31,15.35,234.98
-20,0.37,1.88,0.15,3.78,14.35,280.82,15.35,234.15
-10,0.37,1.9,0.15,3.78,14.37,282.59,15.38,233.62
0,0.37,1.91,0.15,3.78,14.41,284.41,15.41,233.56
10,0.37,1.89,0.14,3.77,14.44,285.85,15.43,233.47
20,0.37,1.88,0.14,3.77,14.46,287.07,15.46,233.81
30,0.37,1.86,0.14,3.76,14.5,288.16,15.5,233.84
40,0.37,1.81,0.15,3.76,14.52,289.41,15.53,234.15
50,0.37,1.76,0.15,3.76,14.52,290.51,15.56,235.87
60,0.37,1.69,0.14,3.76,14.51,291.42,15.55,236.97
70,0.37,1.61,0.15,3.75,14.51,292.15,15.54,237.79
80,0.37,1.52,0.14,3.74,14.52,293.02,15.55,237.84
90,0.37,1.42,0.14,3.73,14.53,293.96,15.57,237.65
100,0.37,1.31,0.14,3.72,14.55,294.93,15.57,237.67
110,0.37,1.2,0.14,3.72,14.59,295.53,15.52,237.06
120,0.37,1.07,0.14,3.71,14.61,296.34,15.42,236.34
130,0.37,0.94,0.14,3.7,14.66,296.71,15.3,235.89
140,0.37,0.8,0.14,3.69,14.65,296.68,15.11,236.45
150,0.37,0.65,0.14,3.67,14.66,297.18,14.95,237.43
160,0.37,0.5,0.14,3.66,14.63,297.46,14.82,238.44
170,0.37,0.34,0.14,3.65,14.59,297.8,14.63,239.55
180,0.37,0.18,0.14,3.63,14.57,297.88,14.47,240.57
