t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.46,0.23,0.04,1.8,10.66,263.8,5.17,250.85
-170,0.46,0.41,0.04,1.81,10.72,263.81,5.16,251.94
-160,0.46,0.57,0.05,1.81,10.77,263.83,5.15,253.03
-150,0.46,0.73,0.05,1.82,10.82,263.85,5.14,254.12
-140,0.46,0.88,0.05,1.83,10.87,263.87,5.13,255.21
-130,0.46,1.02,0.05,1.84,10.93,263.89,5.15,255.99
-120,0.46,1.15,0.05,1.84,10.98,263.91,5.17,256.77
-110,0.46,1.27,0.05,1.85,11.03,263.92,5.19,257.56
-100,0.46,1.38,0.05,1.86,11.08,263.94,5.21,258.34
-90,0.46,1.48,0.05,1.86,11.13,263.96,5.23,259.13
-80,0.46,1.57,0.05,1.87,11.19,263.98,5.25,259.91
-70,0.46,1.65,0.05,1.88,11.24,264.0,5.3,260.57
-60,0.46,1.72,0.05,1.89,11.29,264.01,5.35,261.24
-50,0.46,1.78,0.06,1.89,11.34,264.03,5.4,261.9
-40,0.46,1.83,0.06,1.9,11.4,264.05,5.45,262.57
-30,0.46,1.86,0.06,1.91,11.45,264.07,5.5,263.23
-20,0.46,1.89,0.06,1.91,11.5,264.09,5.55,263.9
-10,0.46,1.9,0.06,1.92,11.55,264.11,5.72,262.62
0,0.46,1.9,0.06,1.93,11.61,264.12,5.88,261.33
10,0.46,1.89,0.06,1.94,11.66,264.14,6.05,260.05
20,0.46,1.87,0.06,1.94,11.71,264.16,6.21,258.76
30,0.46,1.84,0.06,1.95,11.76,264.18,6.37,257.48
40,0.46,1.79,0.06,1.96,11.82,264.2,6.54,256.2
50,0.46,1.73,0.06,1.96,11.8,264.21,6.64,256.68
60,0.46,1.66,0.06,1.97,11.79,264.23,6.75,257.15
70,0.46,1.58,0.06,1.97,11.77,264.25,6.85,257.63
80,0.46,1.48,0.06,1.97,11.76,264.26,6.96,258.11
90,0.46,1.38,0.06,1.98,11.75,264.28,7.06,258.59
100,0.46,1.26,0.06,1.98,11.73,264.3,7.17,259.07
110,0.46,1.13,0.06,1.99,11.72,264.31,7.15,258.03
120,0.46,0.99,0.06,1.99,11.7,264.33,7.12,257.0
130,0.46,0.84,0.06,2.0,11.69,264.35,7.1,255.96
140,0.46,0.68,0.05,2.0,11.67,264.36,7.07,254.93
150,0.46,0.51,0.05,2.0,11.66,264.38,7.05,253.89
160,0.46,0.34,0.05,2.01,11.65,264.4,7.02,252.86
170,0.46,0.16,0.05,2.01,11.63,264.41,7.02,252.05
180,0.46,-0.03,0.05,2.02,11.62,264.43,7.02,251.24
