t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.298,0.01,0.28,3.36,8.94,235.82,17.5,208.29
-170,0.298,0.18,0.28,3.4,9.02,236.12,17.45,209.1
-160,0.298,0.34,0.29,3.44,9.09,236.42,17.4,209.91
-150,0.298,0.49,0.29,3.49,9.17,236.72,17.34,210.72
-140,0.298,0.64,0.29,3.53,9.24,237.02,17.29,211.53
-130,0.298,0.78,0.29,3.57,9.31,237.31,17.24,212.34
-120,0.298,0.91,0.29,3.61,9.39,237.61,17.19,213.15
-110,0.298,1.03,0.3,3.65,9.46,237.91,17.13,213.96
-100,0.298,1.15,0.3,3.69,9.53,238.21,17.08,214.77
-90,0.298,1.25,0.3,3.74,9.61,238.51,17.03,215.58
-80,0.298,1.34,0.3,3.78,9.68,238.81,16.98,216.39
-70,0.298,1.42,0.3,3.82,9.75,239.1,16.92,217.2
-60,0.298,1.49,0.31,3.86,9.83,239.4,16.87,218.01
-50,0.298,1.55,0.31,3.9,9.9,239.7,16.82,218.82
-40,0.298,1.6,0.31,3.94,9.97,240.0,16.76,219.63
-30,0.298,1.64,0.31,3.99,10.05,240.3,16.71,220.44
-20,0.298,1.67,0.31,4.03,10.12,240.6,16.66,221.25
-10,0.298,1.69,0.32,4.07,10.19,240.89,16.61,222.06
0,0.298,1.69,0.32,4.11,10.27,241.19,16.55,222.88
10,0.298,1.69,0.32,4.15,10.34,241.49,16.5,223.69
20,0.298,1.68,0.32,4.19,10.41,241.79,16.45,224.5
30,0.298,1.66,0.32,4.24,10.49,242.09,16.4,225.31
40,0.298,1.62,0.33,4.28,10.56,242.39,16.34,226.12
50,0.298,1.58,0.33,4.32,10.64,242.68,16.29,226.93
60,0.298,1.53,0.33,4.36,10.71,242.98,16.24,227.74
70,0.298,1.47,0.33,4.4,10.78,243.28,16.18,228.55
80,0.298,1.39,0.33,4.44,10.86,243.58,16.13,229.36
90,0.298,1.31,0.34,4.48,10.93,243.88,16.08,230.17
100,0.298,1.22,0.34,4.53,11.0,244.18,16.03,230.98
110,0.298,1.12,0.34,4.53,11.03,244.1,15.86,231.94
120,0.298,1.01,0.34,4.53,11.07,244.01,15.69,232.89
130,0.298,0.9,0.34,4.53,11.1,243.93,15.53,233.85
140,0.298,0.77,0.34,4.53,11.13,243.85,15.36,234.8
150,0.298,0.64,0.34,4.54,11.16,243.77,15.19,235.76
160,0.298,0.5,0.34,4.54,11.19,243.69,15.03,236.72
170,0.298,0.36,0.33,4.54,11.23,243.61,14.86,237.67
180,0.298,0.21,0.33,4.54,11.26,243.53,14.7,238.63
