t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.85,0.1,0.84,3.38,14.45,296.73,9.5,280.51
-170,0.85,0.35,0.84,3.37,14.41,296.13,9.49,281.92
-160,0.85,0.58,0.84,3.38,14.33,295.34,9.45,283.92
-150,0.85,0.82,0.84,3.38,14.29,294.15,9.37,286.13
-140,0.85,1.04,0.83,3.39,14.26,293.05,9.26,286.49
-130,0.85,1.25,0.83,3.39,14.26,292.42,9.16,287.01
-120,0.85,1.45,0.84,3.4,14.24,291.59,9.08,288.01
-110,0.85,1.64,0.84,3.41,14.23,290.92,8.98,288.81
-100,0.85,1.8,0.84,3.42,14.12,290.25,8.91,290.45
-90,0.85,1.96,0.84,3.42,13.96,289.81,8.85,292.15
-80,0.85,2.1,0.84,3.42,13.8,289.25,8.8,294.03
-70,0.85,2.22,0.83,3.43,13.66,288.73,8.79,295.39
-60,0.85,2.33,0.83,3.44,13.52,288.53,8.77,296.93
-50,0.85,2.42,0.83,3.45,13.42,288.06,8.77,298.26
-40,0.85,2.49,0.83,3.46,13.4,287.55,8.77,298.42
-30,0.85,2.55,0.83,3.46,13.45,286.8,8.77,298.53
-20,0.85,2.59,0.83,3.47,13.54,285.94,8.75,298.58
-10,0.85,2.61,0.83,3.48,13.61,284.88,8.75,298.82
0,0.85,2.62,0.83,3.48,13.69,283.36,8.76,299.77
10,0.85,2.61,0.83,3.48,13.78,282.04,8.75,300.91
20,0.85,2.59,0.83,3.49,13.84,280.9,8.75,302.57
30,0.85,2.55,0.83,3.49,13.92,279.8,8.76,304.19
40,0.85,2.5,0.83,3.49,13.99,278.43,8.79,306.32
50,0.85,2.42,0.82,3.49,14.08,277.31,8.82,308.49
60,0.85,2.36,0.82,3.5,14.14,276.34,8.89,309.78
70,0.85,2.27,0.82,3.5,14.15,275.14,8.98,310.25
80,0.85,2.16,0.82,3.5,14.22,273.89,9.05,311.34
90,0.85,2.03,0.81,3.5,14.23,272.32,9.1,311.86
100,0.85,1.91,0.81,3.51,14.23,271.08,9.12,312.74
110,0.85,1.76,0.8,3.51,14.23,269.72,9.1,313.64
120,0.85,1.61,0.8,3.52,14.22,268.23,9.09,314.59
130,0.85,1.44,0.8,3.53,14.24,267.13,9.05,315.68
140,0.85,1.26,0.8,3.53,14.23,266.04,8.98,316.15
150,0.85,1.08,0.8,3.53,14.21,264.82,8.91,316.43
160,0.85,0.89,0.79,3.54,14.22,263.7,8.85,314.86
170,0.85,0.69,0.79,3.54,14.24,262.83,8.78,313.14
180,0.85,0.47,0.79,3.54,14.33,261.96,8.72,311.76
