t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.57,0.25,0.76,8.8,18.51,239.58,16.32,119.03
-170,1.57,0.41,0.76,8.81,18.47,239.93,16.33,117.05
-160,1.57,0.57,0.76,8.83,18.51,240.39,16.35,115.96
-150,1.57,0.71,0.77,8.84,18.55,240.64,16.32,114.7
-140,1.57,0.86,0.77,8.86,18.55,240.95,16.3,113.12
-130,1.57,0.99,0.76,8.87,18.58,241.2,16.25,110.33
-120,1.57,1.13,0.76,8.89,18.61,241.33,16.26,108.47
-110,1.57,1.24,0.77,8.89,18.61,241.63,16.26,107.57
-100,1.57,1.35,0.77,8.91,18.63,242.02,16.24,106.33
-90,1.57,1.46,0.76,8.92,18.63,242.98,16.2,104.56
-80,1.57,1.56,0.77,8.94,18.64,243.64,16.18,103.32
-70,1.57,1.64,0.76,8.96,18.63,243.8,16.17,102.31
-60,1.57,1.72,0.76,8.96,18.63,244.16,16.13,101.29
-50,1.57,1.78,0.77,8.98,18.65,244.43,16.07,100.71
-40,1.57,1.84,0.77,8.99,18.65,244.62,16.07,100.53
-30,1.57,1.88,0.77,9.0,18.63,244.58,16.06,99.87
-20,1.57,1.91,0.78,9.01,18.64,244.79,16.06,98.77
-10,1.57,1.94,0.78,9.02,18.64,244.87,16.03,97.91
0,1.57,1.94,0.78,9.03,18.67,245.11,16.0,96.48
10,1.57,1.94,0.78,9.04,18.7,245.53,16.01,95.06
20,1.57,1.92,0.78,9.06,18.72,245.69,16.01,93.53
30,1.57,1.89,0.78,9.06,18.74,245.9,16.03,92.55
40,1.57,1.84,0.79,9.07,18.74,246.0,16.07,91.78
50,1.57,1.79,0.78,9.08,18.77,246.65,16.12,90.66
60,1.57,1.72,0.79,9.09,18.75,247.12,16.2,89.92
70,1.57,1.63,0.78,9.1,18.71,247.46,16.29,88.67
80,1.57,1.55,0.78,9.1,18.68,247.85,16.34,86.86
90,1.57,1.44,0.78,9.11,18.68,247.97,16.39,84.01
100,1.57,1.31,0.79,9.12,18.67,248.05,16.45,81.79
110,1.57,1.18,0.79,9.12,18.67,247.95,16.5,79.36
120,1.57,1.04,0.79,9.13,18.69,248.02,16.5,76.92
130,1.57,0.89,0.79,9.13,18.73,247.87,16.5,74.76
140,1.57,0.73,0.79,9.14,18.81,247.84,16.5,73.46
150,1.57,0.56,0.8,9.15,18.87,248.6,16.46,73.06
160,1.57,0.39,0.79,9.15,18.94,249.25,16.44,72.72
170,1.57,0.21,0.8,9.16,19.04,249.96,16.42,73.33
180,1.57,0.02,0.8,9.16,19.15,250.58,16.38,73.65
