t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.64,0.06,0.64,9.33,18.93,263.22,22.41,212.71
-170,1.64,0.28,0.64,9.34,18.9,263.2,22.33,216.29
-160,1.64,0.49,0.64,9.35,18.91,262.72,22.2,219.97
-150,1.64,0.7,0.64,9.37,18.89,262.84,22.07,223.99
-140,1.64,0.9,0.63,9.39,18.85,263.36,21.96,227.66
-130,1.64,1.09,0.63,9.4,18.82,263.76,21.84,231.02
-120,1.64,1.27,0.63,9.41,18.77,264.39,21.75,234.27
-110,1.64,1.44,0.63,9.43,18.76,264.82,21.69,236.66
-100,1.64,1.61,0.63,9.45,18.73,265.06,21.61,238.23
-90,1.64,1.75,0.63,9.46,18.73,265.18,21.52,239.38
-80,1.64,1.88,0.63,9.47,18.72,264.92,21.47,240.01
-70,1.64,1.99,0.62,9.48,18.7,264.74,21.45,239.99
-60,1.64,2.1,0.62,9.5,18.62,264.47,21.43,240.66
-50,1.64,2.18,0.62,9.51,18.57,264.34,21.4,241.54
-40,1.64,2.26,0.62,9.52,18.52,264.49,21.41,242.07
-30,1.64,2.31,0.62,9.54,18.46,264.7,21.42,242.92
-20,1.64,2.34,0.62,9.55,18.41,264.89,21.44,244.0
-10,1.64,2.37,0.62,9.56,18.34,264.89,21.51,245.68
0,1.64,2.38,0.61,9.58,18.34,264.55,21.57,246.46
10,1.64,2.37,0.62,9.59,18.32,264.02,21.64,247.77
20,1.64,2.35,0.62,9.61,18.33,263.54,21.77,249.18
30,1.64,2.32,0.62,9.62,18.37,263.11,21.91,250.86
40,1.64,2.26,0.62,9.64,18.41,263.11,22.04,252.63
50,1.64,2.2,0.62,9.64,18.44,263.52,22.13,254.56
60,1.64,2.13,0.62,9.65,18.48,263.81,22.19,257.26
70,1.64,2.04,0.62,9.66,18.55,263.73,22.21,259.87
80,1.64,1.93,0.62,9.68,18.57,263.4,22.24,262.41
90,1.64,1.82,0.61,9.68,18.61,262.92,22.23,264.14
100,1.64,1.69,0.61,9.69,18.67,262.55,22.2,266.11
110,1.64,1.56,0.61,9.7,18.7,262.35,22.18,268.36
120,1.64,1.41,0.61,9.71,18.69,262.25,22.17,270.14
130,1.64,1.25,0.61,9.71,18.7,262.35,22.11,271.54
140,1.64,1.09,0.62,9.73,18.73,262.46,21.98,272.75
150,1.64,0.92,0.62,9.73,18.71,262.04,21.87,273.62
160,1.64,0.74,0.61,9.74,18.67,261.2,21.71,273.88
170,1.64,0.56,0.61,9.75,18.65,260.21,21.54,273.52
180,1.64,0.38,0.61,9.75,18.67,258.85,21.37,273.12
