t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.532,0.16,0.27,5.95,12.05,244.5,16.64,212.2
-170,0.532,0.33,0.26,5.96,12.24,246.0,16.53,211.66
-160,0.532,0.5,0.25,5.97,12.45,247.5,16.42,211.1
-150,0.532,0.66,0.25,5.99,12.66,249.0,16.32,210.54
-140,0.532,0.8,0.28,5.99,12.71,249.33,16.38,210.27
-130,0.532,0.94,0.3,6.0,12.77,249.67,16.43,209.99
-120,0.532,1.07,0.32,6.01,12.82,250.0,16.49,209.72
-110,0.532,1.19,0.31,6.01,12.88,250.33,16.55,209.46
-100,0.532,1.3,0.31,6.02,12.93,250.67,16.61,209.19
-90,0.532,1.41,0.31,6.03,12.99,251.0,16.67,208.93
-80,0.532,1.49,0.31,6.03,13.02,251.67,16.74,208.4
-70,0.532,1.57,0.32,6.02,13.04,252.33,16.82,207.87
-60,0.532,1.64,0.31,6.02,13.07,253.0,16.9,207.35
-50,0.532,1.71,0.31,6.02,13.1,253.67,16.98,206.83
-40,0.532,1.76,0.3,6.01,13.13,254.33,17.06,206.32
-30,0.532,1.81,0.3,6.01,13.16,255.0,17.14,205.82
-20,0.532,1.84,0.3,6.0,13.16,255.17,16.96,205.07
-10,0.532,1.86,0.3,5.99,13.16,255.33,16.77,204.3
0,0.532,1.88,0.3,5.98,13.16,255.5,16.59,203.52
10,0.532,1.87,0.3,5.97,13.16,255.67,16.42,202.72
20,0.532,1.85,0.3,5.96,13.16,255.83,16.24,201.9
30,0.532,1.83,0.31,5.95,13.16,256.0,16.07,201.07
40,0.532,1.78,0.31,5.93,13.16,255.83,16.04,201.37
50,0.532,1.72,0.3,5.92,13.16,255.67,16.02,201.68
60,0.532,1.65,0.29,5.9,13.16,255.5,15.99,201.98
70,0.532,1.56,0.28,5.88,13.16,255.33,15.96,202.29
80,0.532,1.47,0.27,5.87,13.16,255.17,15.94,202.6
90,0.532,1.37,0.27,5.85,13.16,255.0,15.91,202.91
100,0.532,1.24,0.27,5.83,13.16,255.0,16.0,202.45
110,0.532,1.12,0.28,5.81,13.16,255.0,16.08,202.0
120,0.532,0.99,0.29,5.8,13.16,255.0,16.17,201.56
130,0.532,0.85,0.3,5.78,13.16,255.0,16.26,201.12
140,0.532,0.71,0.3,5.76,13.16,255.0,16.34,200.68
150,0.532,0.57,0.28,5.75,13.16,255.0,16.43,200.25
160,0.532,0.42,0.28,5.73,13.19,255.0,16.41,200.0
170,0.532,0.26,0.27,5.72,13.22,255.0,16.38,199.74
180,0.532,0.11,0.25,5.71,13.25,255.0,16.36,199.49
